file,title,author,current_t,note_year,master_id,master_time,suggested_t,status,confidence,evidence,verification_status,id
吉尔伽美什史诗.md,吉尔伽美什史诗,佚名,T0,,CANON-001,约前2100—前1200,T0,PASS,HIGH,CANON-001 首次成书_出版时间=约前2100—前1200,自动通过,WL-WORK-1425
吕西斯特拉忒.md,吕西斯特拉忒,阿里斯托芬,T0,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-T0-LYSISTRATA
埃努玛·埃利什.md,埃努玛·埃利什,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1432
埃及亡灵书.md,埃及亡灵书,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1433
埃拉史诗.md,埃拉史诗,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1434
埃涅阿斯纪.md,埃涅阿斯纪,维吉尔,T0,,CANON-008,前29—前19,T0,PASS,HIGH,CANON-008 首次成书_出版时间=前29—前19,自动通过,WL-WORK-0640
太阳传说.md,太阳传说,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1436
夺牛长征记.md,夺牛长征记,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1437
奇兰巴兰书.md,奇兰巴兰书,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1438
奥德赛.md,奥德赛,荷马,T0,,CANON-003,约前8世纪,T0,PASS,HIGH,CANON-003 首次成书_出版时间=约前8世纪,自动通过,WL-WORK-0653
女巫的预言.md,女巫的预言,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1441
女神颂.md,女神颂,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1442
女英雄书简.md,女英雄书简,奥维德,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1443
姆温多史诗.md,姆温多史诗,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1444
安提戈涅.md,安提戈涅,索福克勒斯,T0,,CANON-006,约前441,T0,PASS,HIGH,CANON-006 首次成书_出版时间=约前441,自动通过,WL-WORK-1445
山海经.md,山海经,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1448
岁时记.md,岁时记,奥维德,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1449
岭南摭怪.md,岭南摭怪,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1450
工作与时日.md,工作与时日,赫西俄德,T0,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-1451
巴力神话组诗.md,巴力神话组诗,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1452
巴里公主.md,巴里公主,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1454
布兰航海记.md,布兰航海记,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1455
希波吕托斯.md,希波吕托斯,欧里庇得斯,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1456
庄子.md,庄子,庄周及后学,T0,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-T0-ZHUANGZI
恩基与宁玛赫.md,恩基与宁玛赫,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1459
恩基与宁胡尔萨格.md,恩基与宁胡尔萨格,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1460
拉玛坚.md,拉玛坚,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1465
摩诃婆罗多.md,摩诃婆罗多,毗耶娑,T0,,CANON-011,约前4世纪—4世纪,T0,PASS,HIGH,CANON-011 首次成书_出版时间=约前4世纪—4世纪,自动通过,WL-WORK-1130
斯里拉玛传.md,斯里拉玛传,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1467
本生经.md,本生经,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1471
本达希申.md,本达希申,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1472
松迪亚塔史诗.md,松迪亚塔史诗,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1473
格萨尔王传.md,格萨尔王传,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1474
梨俱吠陀.md,梨俱吠陀,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1475
棺椁铭文.md,棺椁铭文,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1476
楚辞.md,楚辞,屈原等,T0,,CANON-027,战国—汉初,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2814
楚辞·九歌.md,楚辞·九歌,屈原,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1477
楚辞·天问.md,楚辞·天问,屈原,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1478
毗湿奴往世书.md,毗湿奴往世书,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1479
沃尔松格萨迦.md,沃尔松格萨迦,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0752
沙恭达罗.md,沙恭达罗,迦梨陀娑,T0,,CANON-013,约4—5世纪,T0,PASS,HIGH,CANON-013 首次成书_出版时间=约4—5世纪,手工核验,WL-WORK-2088
洛基的争吵.md,洛基的争吵,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1482
湿婆往世书.md,湿婆往世书,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1484
爱尔兰诸族入侵记.md,爱尔兰诸族入侵记,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1485
爱的艺术.md,爱的艺术,奥维德,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2095
爱经.md,爱经,奥维德,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2096
理想国.md,理想国,柏拉图,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1213
瓦夫苏鲁特尼尔之歌.md,瓦夫苏鲁特尼尔之歌,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1487
神谱.md,神谱,赫西俄德,T0,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-1490
索列姆之歌.md,索列姆之歌,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1491
约伯记.md,约伯记,佚名,T0,,CANON-010,约前7—前4世纪,T0,PASS,HIGH,CANON-010 首次成书_出版时间=约前7—前4世纪,自动通过,WL-WORK-1492
罗摩衍那.md,罗摩衍那,蚁垤,T0,,CANON-012,约前5世纪—3世纪,T0,PASS,HIGH,CANON-012 首次成书_出版时间=约前5世纪—3世纪,自动通过,WL-WORK-1493
美狄亚.md,美狄亚,欧里庇得斯,T0,,CANON-007,前431,T0,PASS,HIGH,CANON-007 首次成书_出版时间=前431,自动通过,WL-WORK-1496
老人与古人的谈话.md,老人与古人的谈话,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1497
脚镯记.md,脚镯记,伊兰戈·阿迪伽尔（传统归属）,T0,,CANON-226,约5—6世纪,T1,MOVE_CANDIDATE,HIGH,CANON-226 首次成书_出版时间=约5—6世纪,需复核,WL-WORK-3175
船难水手的故事.md,船难水手的故事,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1499
荷马颂歌.md,荷马颂歌,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1503
荷鲁斯与塞特之争.md,荷鲁斯与塞特之争,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1504
萨蒂利孔.md,萨蒂利孔,佩特罗尼乌斯,T0,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-T0-SATYRICON
薄伽梵往世书.md,薄伽梵往世书,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1505
薄伽梵歌.md,薄伽梵歌,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1506
论语.md,论语,孔子弟子及再传弟子编纂,T0,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-T0-ANALECTS
诗体埃达.md,诗体埃达,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1508
诗经.md,诗经,佚名,T0,,CANON-026,约前11—前7世纪,T0,PASS,HIGH,CANON-026 首次成书_出版时间=约前11—前7世纪,自动通过,WL-WORK-2133
贝奥武夫.md,贝奥武夫,佚名,T0,,CANON-019,约8—11世纪,T1,MOVE_CANDIDATE,HIGH,CANON-019 首次成书_出版时间=约8—11世纪,自动通过,WL-WORK-0843
贺拉斯颂歌.md,贺拉斯颂歌,贺拉斯,T0,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-T0-HORACE-ODES
赫罗尔夫·克拉基萨迦.md,赫罗尔夫·克拉基萨迦,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1510
辛努赫传.md,辛努赫传,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-T0-SINUHE
酒神的伴侣.md,酒神的伴侣,欧里庇得斯,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1511
酒神的女信徒.md,酒神的女信徒,欧里庇得斯,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1512
金字塔铭文.md,金字塔铭文,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1513
阿伽门农.md,阿伽门农,埃斯库罗斯,T0,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-T0-AGAMEMNON
阿卡特史诗.md,阿卡特史诗,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1514
阿特拉哈西斯史诗.md,阿特拉哈西斯史诗,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1516
阿维斯塔.md,阿维斯塔,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1517
陶渊明诗选.md,陶渊明诗选,陶渊明,T0,,CANON-241,4—5世纪,T0,PASS,HIGH,CANON-241 首次成书_出版时间=4—5世纪,需复核,WL-WORK-3185
风土记.md,风土记,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1518
高人的箴言.md,高人的箴言,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1519
高文爵士与绿骑士.md,高文爵士与绿骑士,佚名,T0,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0878
