file,title,author,year,current_t,current_axis_t,suggested_t_by_year,status,reason,verification_status,id
Micah Clarke.md,Micah Clarke,柯南·道尔,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2283
Missionary Travels and Researches in South Africa.md,Missionary Travels and Researches in South Africa,戴维·利文斯通,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1362
O Cabeleira.md,O Cabeleira,富兰克林·塔沃拉,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2291
O Gaúcho.md,O Gaúcho,若泽·德·阿伦卡尔,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2292
Pictures from Italy.md,Pictures from Italy,查尔斯·狄更斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1366
The Boy Hunters.md,The Boy Hunters,梅恩·里德,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0525
The Defence of Guenevere.md,The Defence of Guenevere,威廉·莫里斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2377
The Headless Horseman.md,The Headless Horseman,梅恩·里德,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0535
The Merry Adventures of Robin Hood.md,The Merry Adventures of Robin Hood,霍华德·派尔,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2395
The Oregon Trail.md,The Oregon Trail,弗朗西斯·帕克曼,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2396
The Pirate.md,The Pirate,沃尔特·司各特,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2397
The Squatter and the Don.md,The Squatter and the Don,海伦·亨特·杰克逊,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2408
The Talisman.md,The Talisman,沃尔特·司各特,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2412
Travels with a Donkey in the Cévennes.md,Travels with a Donkey in the Cévennes,罗伯特·路易斯·史蒂文森,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1387
一个世纪儿的忏悔.md,一个世纪儿的忏悔,缪塞,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-505265B436A1
一腿跨过一腿.md,一腿跨过一腿,艾哈迈德·法里斯·希迪亚克,1855,T3,T3 19世纪现代文学体系,T3,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-R1-LEG-OVER-LEG
七侠五义.md,七侠五义,石玉昆,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2436
三个火枪手.md,三个火枪手,大仲马,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0559
三侠五义.md,三侠五义,石玉昆,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2441
上尉的女儿.md,上尉的女儿,普希金,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0966
丑小鸭.md,丑小鸭,安徒生,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0563
世俗的圣歌及其他诗篇.md,世俗的圣歌及其他诗篇,鲁文·达里奥,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-A7B5FBA017F2
丹尼尔·德隆达.md,丹尼尔·德隆达,乔治·艾略特,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0972
丽姬娅.md,丽姬娅,爱伦·坡,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0569
二十年后.md,二十年后,大仲马,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0975
亚瑟·戈登·皮姆历险记.md,亚瑟·戈登·皮姆历险记,爱伦·坡,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0576
从地球到月球.md,从地球到月球,儒勒·凡尔纳,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0268
伊凡·伊里奇之死.md,伊凡·伊里奇之死,列夫·托尔斯泰,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2843
伊斯梅利略.md,伊斯梅利略,何塞·马蒂,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-7A6E3BA9D5E1
佩利亚斯与梅丽桑德.md,佩利亚斯与梅丽桑德,莫里斯·梅特林克,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-3C2840501067
信号员.md,信号员,查尔斯·狄更斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0587
傲慢与偏见.md,傲慢与偏见,简·奥斯汀,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0992
傻子出国记.md,傻子出国记,马克·吐温,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1410
公主与哥布林.md,公主与哥布林,乔治·麦克唐纳,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0592
冰雪女王.md,冰雪女王,安徒生,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0596
劝导.md,劝导,简·奥斯汀,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2027
勒内.md,勒内,夏多布里昂,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-62EF7614199C
化身博士.md,化身博士,罗伯特·路易斯·史蒂文森,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0605
北风的背后.md,北风的背后,乔治·麦克唐纳,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0607
十字军骑士.md,十字军骑士,显克维奇,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2465
南方与北方.md,南方与北方,盖斯凯尔夫人,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2030
卡米拉.md,卡米拉,谢里登·勒法努,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0615
卡门.md,卡门,梅里美,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2471
厄舍府的倒塌.md,厄舍府的倒塌,爱伦·坡,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0618
双城记.md,双城记,查尔斯·狄更斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1015
古舟子咏.md,古舟子咏,塞缪尔·泰勒·柯勒律治,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-6E4EC00F3A93
叶甫盖尼·奥涅金.md,叶甫盖尼·奥涅金,普希金,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-0FD416E4AD62
吕意·布拉斯.md,吕意·布拉斯,维克多·雨果,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2479
呼啸山庄.md,呼啸山庄,艾米莉·勃朗特,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1020
哈吉·穆拉特.md,哈吉·穆拉特,列夫·托尔斯泰,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2038
哈特拉斯船长历险记.md,哈特拉斯船长历险记,儒勒·凡尔纳,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0630
唐璜.md,唐璜,拜伦,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-0910E69A00DB
四十五卫士.md,四十五卫士,大仲马,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2482
回顾：2000—1887.md,回顾：2000—1887,爱德华·贝拉米,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0265
圣诞颂歌.md,圣诞颂歌,查尔斯·狄更斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0634
地下室手记.md,地下室手记,陀思妥耶夫斯基,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1631
地心游记.md,地心游记,儒勒·凡尔纳,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0267
基督山伯爵.md,基督山伯爵,大仲马,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0641
塔拉斯·布尔巴.md,塔拉斯·布尔巴,果戈理,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1043
塞瓦斯托波尔纪事.md,塞瓦斯托波尔纪事,列夫·托尔斯泰,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2043
夜颂.md,夜颂,诺瓦利斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-FFD645560805
大卫·科波菲尔.md,大卫·科波菲尔,查尔斯·狄更斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1048
大草原.md,大草原,詹姆斯·费尼莫尔·库珀,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0649
天真与经验之歌.md,天真与经验之歌,威廉·布莱克,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-5D055DDB13AE
失窃的信.md,失窃的信,爱伦·坡,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0008
奥尔拉.md,奥尔拉,莫泊桑,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0652
她.md,她,哈格德,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0658
威廉·迈斯特的漫游时代.md,威廉·迈斯特的漫游时代,歌德,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1062
威弗利.md,威弗利,沃尔特·司各特,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0661
安徒生童话.md,安徒生童话,安徒生,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0664
密西西比河上的生活.md,密西西比河上的生活,马克·吐温,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1446
小五义.md,小五义,石玉昆,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2507
小妇人.md,小妇人,路易莎·梅·奥尔科特,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1074
少年.md,少年,陀思妥耶夫斯基,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1077
巴兰特雷少爷.md,巴兰特雷少爷,罗伯特·路易斯·史蒂文森,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2509
布拉斯·库巴斯死后的回忆.md,布拉斯·库巴斯死后的回忆,马沙多·德·阿西斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1686
布拉热洛纳子爵.md,布拉热洛纳子爵,大仲马,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1087
帕尔马修道院.md,帕尔马修道院,司汤达,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2060
平面国.md,平面国,埃德温·艾勃特,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0264
年轻的古德曼·布朗.md,年轻的古德曼·布朗,霍桑,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0680
幻想曲.md,幻想曲,乔治·麦克唐纳,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0682
序曲.md,序曲,威廉·华兹华斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-89D3E895D396
康涅狄格美国佬在亚瑟王朝.md,康涅狄格美国佬在亚瑟王朝,马克·吐温,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2517
弗拉卡斯上尉.md,弗拉卡斯上尉,泰奥菲尔·戈蒂耶,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2519
弗洛斯河上的磨坊.md,弗洛斯河上的磨坊,乔治·艾略特,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1099
影子.md,影子,安徒生,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0690
征服者罗比尔.md,征服者罗比尔,儒勒·凡尔纳,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0272
恐怖谷.md,恐怖谷,柯南·道尔,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0014
恰尔德·哈洛尔德游记.md,恰尔德·哈洛尔德游记,拜伦,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-711289AC2296
恶魔们.md,恶魔们,巴贝·多尔维伊,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-9D4C48CE34C6
悲惨世界.md,悲惨世界,维克多·雨果,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2525
意图集.md,意图集,奥斯卡·王尔德,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-78D9745342E8
意大利游记.md,意大利游记,歌德,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1461
所罗门王的宝藏.md,所罗门王的宝藏,哈格德,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0702
抒情歌谣集.md,抒情歌谣集,威廉·华兹华斯、塞缪尔·泰勒·柯勒律治,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-8235CD5AE924
拉莫娜.md,拉莫娜,海伦·亨特·杰克逊,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2528
拓荒者.md,拓荒者,詹姆斯·费尼莫尔·库珀,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2529
探路者.md,探路者,詹姆斯·费尼莫尔·库珀,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2530
文艺复兴史研究.md,文艺复兴史研究,沃尔特·佩特,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-0E26901E8DC0
斯居戴里小姐.md,斯居戴里小姐,E.T.A.霍夫曼,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0001
无言浪漫曲.md,无言浪漫曲,保罗·魏尔伦,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-EBEE0B19F3AC
昆丁·达沃德.md,昆丁·达沃德,沃尔特·司各特,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0718
昆廷·达沃德.md,昆廷·达沃德,沃尔特·司各特,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2539
曼斯菲尔德庄园.md,曼斯菲尔德庄园,简·奥斯汀,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1144
最后一个人.md,最后一个人,玛丽·雪莱,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0263
最后一个莫希干人.md,最后一个莫希干人,詹姆斯·费尼莫尔·库珀,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0723
月亮宝石.md,月亮宝石,威尔基·柯林斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0003
朴素的诗.md,朴素的诗,何塞·马蒂,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-036D05D7F635
杀鹿人.md,杀鹿人,詹姆斯·费尼莫尔·库珀,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0730
杰米妮·拉瑟都.md,杰米妮·拉瑟都,龚古尔兄弟,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M2-AD2374EACD38
查理九世时代轶事.md,查理九世时代轶事,梅里美,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1161
格兰特船长的儿女.md,格兰特船长的儿女,儒勒·凡尔纳,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0736
