file,title,author,year,current_t,current_axis_t,suggested_t_by_year,status,reason,verification_status,id
Cielitos.md,Cielitos,巴托洛梅·伊达尔戈,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2184
Close Range.md,Close Range,安妮·普鲁,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2186
Cockfight.md,Cockfight,玛丽亚·费尔南达·安普埃罗,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0496
Comanche Moon.md,Comanche Moon,拉里·麦克默特里,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2189
Cracking India.md,Cracking India,巴普西·西德瓦,1988,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-0919
Cryptonomicon.md,Cryptonomicon,尼尔·斯蒂芬森,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0920
Cycle of the Werewolf.md,Cycle of the Werewolf,斯蒂芬·金,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0497
"Dark Continent, My Black Arse.md","Dark Continent, My Black Arse",西赫勒·库马洛,2007,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-1353
Dark Fire.md,Dark Fire,C.J.桑瑟姆,2004,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-0921
Dark Lover.md,Dark Lover,J.R.沃德,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1952
Dauka Puran.md,Dauka Puran,Subramani,2001,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-R9-VERIFIED3-AUK-PUR-N
Dead in the West.md,Dead in the West,乔·R.兰斯代尔,1986,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-2196
Dead Man's Walk.md,Dead Man's Walk,拉里·麦克默特里,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2197
Delilah Green Doesn't Care.md,Delilah Green Doesn't Care,阿什莉·赫林·布莱克,2022,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-1953
Destination Biafra.md,Destination Biafra,布奇·埃梅切塔,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1954
Destry Rides Again.md,Destry Rides Again,马克斯·布兰德,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2200
Devil in Winter.md,Devil in Winter,丽莎·克莱帕斯,2006,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-1955
Diné Bahaneʼ：纳瓦霍创世故事.md,Diné Bahaneʼ：纳瓦霍创世故事,佚名,1984,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-1354
Dire le vrai.md,Dire le vrai,Déwé Gorodé、Nicolas Kurtovitch,1999,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-R9-VERIFIED2-DIRE-LE-VRAI
Diálogos patrióticos.md,Diálogos patrióticos,巴托洛梅·伊达尔戈,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2201
Don Segundo Sombra.md,Don Segundo Sombra,里卡多·吉拉尔德斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2202
Down River.md,Down River,约翰·哈特,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3134
Dragon Raja.md,Dragon Raja,李英道,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0498
Dreaming in Cuban.md,Dreaming in Cuban,克里斯蒂娜·加西亚,1992,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-0923
Dungeon Crawler Carl.md,Dungeon Crawler Carl,马特·丁尼曼,2020,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-0499
Déwé Gorodé诗选.md,Déwé Gorodé诗选,Déwé Gorodé,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,书目清理V1：作者已核定，其他字段按现有证据保留,WL-WORK-R9-046
El guacho Martín Fierro.md,El guacho Martín Fierro,法里尼亚,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2206
El inglés de los güesos.md,El inglés de los güesos,贝尼托·林奇,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2207
El Martín Fierro.md,El Martín Fierro,博尔赫斯 / 玛格丽塔·格雷罗,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2208
El matadero ／ 屠场.md,El matadero / 屠场,埃斯特万·埃切维里亚,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2209
El payador.md,El payador,莱奥波尔多·卢贡内斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2211
El romance de un gaucho.md,El romance de un gaucho,贝尼托·林奇,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2212
Eldorado.md,Eldorado,奥希兹男爵夫人,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2215
"Ema, la cautiva.md","Ema, la cautiva",塞萨尔·艾拉,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2216
Enemy of God.md,Enemy of God,伯纳德·康威尔,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2217
Excalibur.md,Excalibur,伯纳德·康威尔,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2222
Exquisite Corpse.md,Exquisite Corpse,波比·Z.布赖特,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0500
Fausto.md,Fausto,埃斯塔尼斯劳·德尔·坎波,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2225
Feed.md,Feed,M.T.安德森,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0925
Fierabras.md,Fierabras,佚名,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2226
Flags on the Bayou.md,Flags on the Bayou,詹姆斯·李·伯克,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3150
Flashman.md,Flashman,乔治·麦克唐纳·弗雷泽,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2227
Flesh.md,Flesh,戴维·萨莱,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3082
Fools Crow.md,Fools Crow,詹姆斯·韦尔奇,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0926
Forbidden.md,Forbidden,贝弗利·詹金斯,2016,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-1958
Fourth Wing.md,Fourth Wing,丽贝卡·亚罗斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1959
From Unincorporated Territory [Hacha].md,From Unincorporated Territory [Hacha],Craig Santos Perez,2008,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-R9-VERIFIED2-FROM-UNINCORPORATED-TERRITORY-HACHA
Games of Command.md,Games of Command,林妮娅·辛克莱,2007,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-1960
"Get a Life, Chloe Brown.md","Get a Life, Chloe Brown",塔莉娅·希伯特,2019,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-1961
Girart de Roussillon.md,Girart de Roussillon,佚名,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2233
Gnomon.md,Gnomon,尼克·哈卡维,2017,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-0928
God's Country.md,God's Country,珀西瓦尔·埃弗里特,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2234
Gone.md,Gone,莫·海德,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3138
Grito de Gloria.md,Grito de Gloria,阿塞韦多·迪亚斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2236
Hembemba -  Rivers of the Forest.md,Hembemba: Rivers of the Forest,Steven Edmund Winduo,2000,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-R9-VERIFIED3-HEMBEMBA-RIVERS-OF-THE-FOREST
Hembemba - Rivers of the Forest.md,Hembemba: Rivers of the Forest,Steven Edmund Winduo,2000,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-R9-VERIFIED3-HEMBEMBA-RIVERS-OF-THE-FOREST
Hood.md,Hood,斯蒂芬·R.劳黑德,2006,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-2240
How Much of These Hills Is Gold.md,How Much of These Hills Is Gold,张沧畔,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2244
How the Soldier Repairs the Gramophone.md,How the Soldier Repairs the Gramophone,萨沙·斯塔尼希奇,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1965
Human Sacrifices.md,Human Sacrifices,玛丽亚·费尔南达·安普埃罗,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0503
Huon de Bordeaux.md,Huon de Bordeaux,佚名,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2245
I Will Repay.md,I Will Repay,奥希兹男爵夫人,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2246
I'm Waiting for You and Other Stories.md,I'm Waiting for You and Other Stories,金宝英,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0480
Iep Jāltok.md,Iep Jāltok,Kathy Jetñil-Kijiner,2017,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-R9-VERIFIED2-IEP-J-LTOK-POEMS-FROM-A-MARSHALLESE
Imperium.md,Imperium,罗伯特·哈里斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0929
In an Antique Land.md,In an Antique Land,阿米塔夫·高希,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1355
In the Distance.md,In the Distance,埃尔南·迪亚斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2247
In the Miso Soup.md,In the Miso Soup,村上龙,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0504
Indigo.md,Indigo,贝弗利·詹金斯,1996,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-1969
Inland.md,Inland,特娅·奥布雷赫特,2019,T6,T6 当代全球文学,T6,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-2248
invert 城塚翡翠倒叙集.md,invert 城塚翡翠倒叙集,相泽沙呼,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0209
Ismael.md,Ismael,阿塞韦多·迪亚斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2249
It Had to Be You.md,It Had to Be You,诺拉·罗伯茨,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1970
James.md,James,珀西瓦尔·埃弗里特,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3033
Jawbone.md,Jawbone,莫妮卡·奥赫达,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0505
Jennifer Government.md,Jennifer Government,马克斯·巴里,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0931
Juan Moreira.md,Juan Moreira,爱德华多·古铁雷斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2255
Just Like Home.md,Just Like Home,萨拉·盖利,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0506
Kalpa Imperial.md,Kalpa Imperial,安赫利卡·戈罗迪舍尔,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0472
La cautiva.md,La cautiva,埃斯特万·埃切维里亚,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2258
La guerra gaucha.md,La guerra gaucha,莱奥波尔多·卢贡内斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2259
La liebre.md,La liebre,塞萨尔·艾拉,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2260
Las aventuras de la China Iron.md,Las aventuras de la China Iron,加布里埃拉·卡贝松·卡马拉,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2267
Last of the Breed.md,Last of the Breed,路易斯·拉穆尔,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2268
Le Capitan.md,Le Capitan,米歇尔·泽瓦科,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2269
Legion.md,Legion,威廉·彼得·布拉蒂,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0507
Lendas do Sul.md,Lendas do Sul,西蒙斯·洛佩斯·内托,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2271
Less.md,Less,安德鲁·肖恩·格里尔,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3026
Little Big Man.md,Little Big Man,托马斯·伯杰,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2273
Little Brother.md,Little Brother,科里·多克托罗,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0935
Live by Night.md,Live by Night,丹尼斯·勒翰,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3139
Lone Women.md,Lone Women,维克多·拉瓦勒,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2274
Looking for Transwonderland／ Travels in Nigeria.md,Looking for Transwonderland: Travels in Nigeria,努·萨罗-维瓦,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1361
Los caranchos de La Florida.md,Los caranchos de La Florida,贝尼托·林奇,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2277
Los tres gauchos orientales.md,Los tres gauchos orientales,安东尼奥·卢西奇,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2278
