n,file,title,author,current_t
69,希尔德布兰特之歌.md,希尔德布兰特之歌,佚名,T1
70,平家物语.md,平家物语,佚名,T1
71,库萨里.md,库萨里,犹大·哈列维,T1
72,徒然草.md,徒然草,吉田兼好,T1
73,德德·科尔库特之书.md,德德·科尔库特之书,佚名,T1
74,悬诗.md,悬诗,多位诗人,T1
75,扎哈克.md,扎哈克,菲尔多西,T1
76,散文埃达.md,散文埃达,斯诺里·斯图鲁松,T1
77,斯里拉玛传.md,斯里拉玛传,佚名,T1
78,新编五代史平话.md,新编五代史平话,佚名,T1
79,本达希申.md,本达希申,佚名,T1
80,李白诗选.md,李白诗选,李白,T1
81,杜甫诗选.md,杜甫诗选,杜甫,T1
82,松迪亚塔史诗.md,松迪亚塔史诗,佚名,T1
83,枕草子.md,枕草子,清少纳言,T1
84,果园.md,果园,萨迪,T1
85,格萨尔王传.md,格萨尔王传,佚名,T1
86,沃尔松格萨迦.md,沃尔松格萨迦,佚名,T1
87,洛基的争吵.md,洛基的争吵,佚名,T1
88,湿婆往世书.md,湿婆往世书,佚名,T1
89,源氏物语.md,源氏物语,紫式部,T1
90,熙德之歌.md,熙德之歌,佚名,T1
91,爱尔兰诸族入侵记.md,爱尔兰诸族入侵记,佚名,T1
92,牧童歌.md,牧童歌,胜天,T1
93,犹大·哈列维诗歌.md,犹大·哈列维诗歌,犹大·哈列维,T1
94,狄吉尼斯·阿克里塔斯.md,狄吉尼斯·阿克里塔斯,匿名,T1
95,玛斯纳维.md,玛斯纳维,鲁米,T1
96,瓦夫苏鲁特尼尔之歌.md,瓦夫苏鲁特尼尔之歌,佚名,T1
97,瓦尔塔里之歌.md,瓦尔塔里之歌,佚名,T1
98,石钟山记.md,石钟山记,苏轼,T1
99,神曲.md,神曲,但丁,T1
100,索列姆之歌.md,索列姆之歌,佚名,T1
101,罗兰之歌.md,罗兰之歌,佚名,T1
102,脚镯记.md,脚镯记,伊兰戈·阿迪伽尔（传统归属）,T1
103,英格林萨迦.md,英格林萨迦,斯诺里·斯图鲁松,T1
104,莱拉和马吉农.md,莱拉和马吉农,内扎米,T1
105,蔷薇园.md,蔷薇园,萨迪,T1
106,薄伽梵往世书.md,薄伽梵往世书,佚名,T1
107,西厢记.md,西厢记,王实甫,T1
108,诗体埃达.md,诗体埃达,佚名,T1
109,贝奥武夫.md,贝奥武夫,佚名,T1
110,赫罗尔夫·克拉基萨迦.md,赫罗尔夫·克拉基萨迦,佚名,T1
111,风土记.md,风土记,佚名,T1
112,骑士西法尔.md,骑士西法尔,佚名,T1
113,高卢的阿玛迪斯.md,高卢的阿玛迪斯,加尔西·罗德里格斯·德·蒙塔尔沃,T1
114,高文爵士与绿骑士.md,高文爵士与绿骑士,佚名,T1
115,鲁拜集.md,鲁拜集,欧玛尔·海亚姆,T1
116,鲁斯塔姆与苏赫拉布.md,鲁斯塔姆与苏赫拉布,菲尔多西,T1
117,鸟的会议.md,鸟的会议,阿塔尔,T1
