file,title,author,current_t,note_year,master_id,master_time,suggested_t,status,confidence,evidence,verification_status,id
"Yolanda, the Black Corsair's Daughter.md","Yolanda, the Black Corsair's Daughter",埃米利奥·萨尔加里,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2433
Y的悲剧.md,Y的悲剧,埃勒里·奎因,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0042
一个陌生女人的来信.md,一个陌生女人的来信,斯蒂芬·茨威格,T4,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2735
一个青年艺术家的画像.md,一个青年艺术家的画像,詹姆斯·乔伊斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0961
一间自己的房间.md,一间自己的房间,弗吉尼亚·伍尔夫,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1548
三个骗子.md,三个骗子,阿瑟·马克恩,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0560
三口棺材.md,三口棺材,约翰·狄克森·卡尔,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0032
三四郎.md,三四郎,夏目漱石,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0964
三种生活.md,三种生活,格特鲁德·斯坦因,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1555
上海.md,上海,横光利一,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1557
不可接触者.md,不可接触者,穆尔克·拉吉·安纳德,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1560
世界大战.md,世界大战,H.G.威尔斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0276
世界尽头的井.md,世界尽头的井,威廉·莫里斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0564
世界彼端的森林.md,世界彼端的森林,威廉·莫里斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0565
丛林之书.md,丛林之书,吉卜林,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0566
东方快车谋杀案.md,东方快车谋杀案,阿加莎·克里斯蒂,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0023
两地书.md,两地书,鲁迅,T4,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2699
丧钟为谁而鸣.md,丧钟为谁而鸣,海明威,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2006
乌姆拉奥·贾恩·阿达.md,乌姆拉奥·贾恩·阿达,米尔扎·哈迪·鲁斯瓦,T4,,CANON-232,1899,T4,PASS,HIGH,CANON-232 首次成书_出版时间=1899,需复核,WL-WORK-3178
乌有乡消息.md,乌有乡消息,威廉·莫里斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0266
九曲丧钟.md,九曲丧钟,多萝西·L·塞耶斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0048
了不起的盖茨比.md,了不起的盖茨比,F.斯科特·菲茨杰拉德,T4,,CANON-164,1925,T4,PASS,HIGH,CANON-164 首次成书_出版时间=1925,自动通过,WL-WORK-1569
事先准备.md,事先准备,安东尼·伯克利,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0052
二月.md,二月,柔石,T4,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2684
二钱铜币.md,二钱铜币,江户川乱步,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0146
云雀之歌.md,云雀之歌,薇拉·凯瑟,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2446
五个孩子和沙精.md,五个孩子和沙精,E.内斯比特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0575
五只小猪.md,五只小猪,阿加莎·克里斯蒂,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-0027
人猿泰山.md,人猿泰山,埃德加·赖斯·巴勒斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0578
人类的群星闪耀时.md,人类的群星闪耀时,斯蒂芬·茨威格,T4,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2715
人间椅子.md,人间椅子,江户川乱步,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0579
人间豹.md,人间豹,江户川乱步,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0580
人鼠之间.md,人鼠之间,约翰·斯坦贝克,T4,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2717
他们眼望上苍.md,他们眼望上苍,佐拉·尼尔·赫斯顿,T4,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-1581
他的家庭.md,他的家庭,欧内斯特·普尔,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2958
伊豆的舞女.md,伊豆的舞女,川端康成,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2014
休·赛尔温·毛伯利.md,休·赛尔温·毛伯利,埃兹拉·庞德,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1584
你往何处去.md,你往何处去,显克维奇,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0986
佩伽纳诸神.md,佩伽纳诸神,邓萨尼勋爵,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0585
使命.md,使命,费尔南多·佩索阿,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1587
俗丽之夜.md,俗丽之夜,多萝西·L·塞耶斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0049
倾城之恋.md,倾城之恋,张爱玲,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1590
偌大.md,偌大,埃德娜·费伯,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2963
儿子与情人.md,儿子与情人,D.H.劳伦斯,T4,,CANON-140,1913,T4,PASS,HIGH,CANON-140 首次成书_出版时间=1913,自动通过,WL-WORK-0993
儿子们.md,儿子们,赛珍珠,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0994
先知.md,先知,纪伯伦,T4,,CANON-252,1923,T4,PASS,HIGH,CANON-252 首次成书_出版时间=1923,需复核,WL-WORK-3193
克苏鲁的呼唤.md,克苏鲁的呼唤,洛夫克拉夫特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0589
克里斯丁·拉夫朗斯达特.md,克里斯丁·拉夫朗斯达特,西格丽德·温塞特,T4,,CANON-299,1920—1922,T4,PASS,HIGH,CANON-299 首次成书_出版时间=1920—1922,需复核,WL-WORK-3217
克里斯汀·拉夫兰斯女.md,克里斯汀·拉夫兰斯女,西格丽德·温塞特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0996
六个寻找作者的剧中人.md,六个寻找作者的剧中人,皮兰德娄,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1592
再见，吾爱.md,再见，吾爱,雷蒙德·钱德勒,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0076
凤凰剑.md,凤凰剑,罗伯特·E.霍华德,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0598
出租.md,出租,约翰·高尔斯华绥,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1000
分家.md,分家,赛珍珠,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1002
到灯塔去.md,到灯塔去,弗吉尼亚·伍尔夫,T4,,CANON-138,1927,T4,PASS,HIGH,CANON-138 首次成书_出版时间=1927,自动通过,WL-WORK-1006
剑气珠光.md,剑气珠光,还珠楼主,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2460
剧毒.md,剧毒,多萝西·L·塞耶斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0046
加勒比女王.md,加勒比女王,埃米利奥·萨尔加里,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2463
华夏集.md,华夏集,埃兹拉·庞德,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1605
卖牛奶的台维.md,卖牛奶的台维,肖洛姆·阿莱赫姆,T4,,CANON-253,1894—1914,T4,PASS,HIGH,CANON-253 首次成书_出版时间=1894—1914,需复核,WL-WORK-3194
卡特丽奥娜.md,卡特丽奥娜,罗伯特·路易斯·史蒂文森,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0614
卡特里奥娜.md,卡特里奥娜,罗伯特·路易斯·史蒂文森,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2469
印度之行.md,印度之行,E.M.福斯特,T4,,CANON-141,1924,T4,PASS,HIGH,CANON-141 首次成书_出版时间=1924,自动通过,WL-WORK-1607
印斯茅斯的阴霾.md,印斯茅斯的阴霾,洛夫克拉夫特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0617
去吧，摩西.md,去吧，摩西,福克纳,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1014
去斯万家那边.md,去斯万家那边,普鲁斯特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1610
双重赔偿.md,双重赔偿,詹姆斯·M.凯恩,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0079
变形记（卡夫卡）.md,变形记（卡夫卡）,弗兰茨·卡夫卡,T4,1915,CANON-148,1915,T4,PASS,HIGH,note.year=1915,手工核验,WL-WORK-2845
古文物专家的鬼故事.md,古文物专家的鬼故事,M.R.詹姆斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0620
古斯特少尉.md,古斯特少尉,阿图尔·施尼茨勒,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1613
吉普赛谣曲.md,吉普赛谣曲,费德里科·加西亚·洛尔卡,T4,,CANON-202,1928,T4,PASS,HIGH,CANON-202 首次成书_出版时间=1928,需复核,WL-WORK-3157
吉檀迦利.md,吉檀迦利,泰戈尔,T4,,CANON-064,1910,T4,PASS,HIGH,CANON-064 首次成书_出版时间=1910,手工核验,WL-WORK-2823
向加泰罗尼亚致敬.md,向加泰罗尼亚致敬,乔治·奥威尔,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2036
吹哨吧，我就来.md,吹哨吧，我就来,M.R.詹姆斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0624
呐喊.md,呐喊,鲁迅,T4,,CANON-039,1923,T4,PASS,HIGH,CANON-039 首次成书_出版时间=1923,手工核验,WL-WORK-1619
啊，拓荒者！.md,啊，拓荒者！,薇拉·凯瑟,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2481
喧哗与骚动.md,喧哗与骚动,福克纳,T4,,CANON-165,1929,T4,PASS,HIGH,CANON-165 首次成书_出版时间=1929,自动通过,WL-WORK-1025
四世同堂.md,四世同堂,老舍,T4,,CANON-046,1944—1948,,REVIEW,HIGH,CANON-046 首次成书_出版时间=1944—1948 (CROSSES_PERIODS),自动通过,WL-WORK-1027
四个四重奏.md,四个四重奏,T.S.艾略特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1623
四签名.md,四签名,柯南·道尔,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0010
图像诗.md,图像诗,阿波利奈尔,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1625
土生子.md,土生子,理查德·赖特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1626
圣路易斯雷大桥.md,圣路易斯雷大桥,桑顿·怀尔德,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2966
在人间.md,在人间,高尔基,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1034
在我们的时代里.md,在我们的时代里,海明威,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1628
在我们的生命里.md,在我们的生命里,埃伦·格拉斯哥,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2976
坎塔普拉.md,坎塔普拉,穆尔克·拉吉·安纳德,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1632
埃及十字架之谜.md,埃及十字架之谜,埃勒里·奎因,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0040
城堡.md,城堡,卡夫卡,T4,,CANON-149,1926,T4,PASS,HIGH,CANON-149 首次成书_出版时间=1926,自动通过,WL-WORK-1635
堂卡斯穆罗.md,堂卡斯穆罗,马沙多·德·阿西斯,T4,,CANON-272,1899,T4,PASS,HIGH,CANON-272 首次成书_出版时间=1899,自动通过,WL-WORK-1636
堺事件.md,堺事件,森鸥外,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2488
士兵归来.md,士兵归来,丽贝卡·韦斯特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1045
夜之国.md,夜之国,威廉·霍普·霍奇森,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0644
大地.md,大地,赛珍珠,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1049
大神潘.md,大神潘,阿瑟·马克恩,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0648
天狼星.md,天狼星,奥拉夫·斯塔普雷顿,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0292
太阁记.md,太阁记,吉川英治,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2499
太阳照常升起.md,太阳照常升起,海明威,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1648
失落的世界.md,失落的世界,柯南·道尔,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0650
契诃夫短篇小说选.md,契诃夫短篇小说选,契诃夫,T4,,CANON-125,1880—1900年代,,REVIEW,HIGH,CANON-125 首次成书_出版时间=1880—1900年代 (CROSSES_PERIODS),个人补录,WL-WORK-2712
女巫角.md,女巫角,约翰·狄克森·卡尔,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0034
她乡.md,她乡,夏洛特·珀金斯·吉尔曼,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1059
好兵.md,好兵,福特·马多克斯·福特,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1661
好兵帅克.md,好兵帅克,雅罗斯拉夫·哈谢克,T4,,CANON-297,1921—1923,T4,PASS,HIGH,CANON-297 首次成书_出版时间=1921—1923,自动通过,WL-WORK-0660
如今在十一月.md,如今在十一月,约瑟芬·温斯洛·约翰逊,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2972
威尼斯之死.md,威尼斯之死,托马斯·曼,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1665
子夜.md,子夜,茅盾,T4,,CANON-044,1933,T4,PASS,HIGH,CANON-044 首次成书_出版时间=1933,需复核,WL-WORK-2817
孤岛之鬼.md,孤岛之鬼,江户川乱步,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0150
宇宙云雀.md,宇宙云雀,E.E.史密斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0288
安伯森家族.md,安伯森家族,布思·塔金顿,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2959
宝剑金钗.md,宝剑金钗,还珠楼主,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2504
审判.md,审判,卡夫卡,T4,,CANON-147,1925,T4,PASS,HIGH,CANON-147 首次成书_出版时间=1925,手工核验,WL-WORK-1671
宫本武藏.md,宫本武藏,吉川英治,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1068
家.md,家,巴金,T4,,CANON-041,1933,T4,PASS,HIGH,CANON-041 首次成书_出版时间=1933,自动通过,WL-WORK-1070
家庭与世界.md,家庭与世界,泰戈尔,T4,,CANON-228,1916,T4,PASS,HIGH,CANON-228 首次成书_出版时间=1916,自动通过,WL-WORK-1672
将军底头.md,将军底头,施蛰存,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1676
小王子.md,小王子,安托万·德·圣埃克苏佩里,T4,,CANON-159,1943,T4,PASS,HIGH,CANON-159 首次成书_出版时间=1943,个人补录,WL-WORK-2731
少年特尔勒斯的困惑.md,少年特尔勒斯的困惑,罗伯特·穆齐尔,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1079
少年艺术家的画像.md,少年艺术家的画像,詹姆斯·乔伊斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1080
尤利西斯.md,尤利西斯,詹姆斯·乔伊斯,T4,,CANON-136,1922,T4,PASS,HIGH,CANON-136 首次成书_出版时间=1922,手工核验,WL-WORK-1678
尼罗河上的惨案.md,尼罗河上的惨案,阿加莎·克里斯蒂,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0026
局外人.md,局外人,阿尔贝·加缪,T4,1942,CANON-155,1942,T4,PASS,HIGH,note.year=1942,手工核验,WL-WORK-1083
崩溃.md,崩溃,左拉,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2057
已故的乔治·阿普利.md,已故的乔治·阿普利,约翰·P·马昆德,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2974
已故的帕斯卡尔.md,已故的帕斯卡尔,皮兰德娄,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1681
巴斯克维尔的猎犬.md,巴斯克维尔的猎犬,柯南·道尔,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0013
布登勃洛克一家.md,布登勃洛克一家,托马斯·曼,T4,,CANON-150,1901,T4,PASS,HIGH,CANON-150 首次成书_出版时间=1901,自动通过,WL-WORK-1088
希腊棺材之谜.md,希腊棺材之谜,埃勒里·奎因,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0038
幻影女郎.md,幻影女郎,康奈尔·伍尔里奇,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0080
幽灵海盗.md,幽灵海盗,威廉·霍普·霍奇森,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0685
广告杀人事件.md,广告杀人事件,多萝西·L·塞耶斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0047
序曲中的死亡.md,序曲中的死亡,奈奥·马什,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0055
归来.md,归来,雷马克,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2066
当睡者醒来时.md,当睡者醒来时,H.G.威尔斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0278
彷徨.md,彷徨,鲁迅,T4,,CANON-040,1926,T4,PASS,HIGH,CANON-040 首次成书_出版时间=1926,自动通过,WL-WORK-1695
彼得·潘.md,彼得·潘,J.M.巴里,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0691
德伯家的苔丝.md,德伯家的苔丝,托马斯·哈代,T4,,CANON-099,1891,T4,PASS,HIGH,CANON-099 首次成书_出版时间=1891,自动通过,WL-WORK-2069
德古拉.md,德古拉,布莱姆·斯托克,T4,,CANON-104,1897,T4,PASS,HIGH,CANON-104 首次成书_出版时间=1897,自动通过,WL-WORK-0692
德米安.md,德米安,赫尔曼·黑塞,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1104
德里黄昏.md,德里黄昏,穆尔克·拉吉·安纳德,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1698
心.md,心,夏目漱石,T4,,CANON-051,1914,T4,PASS,HIGH,CANON-051 首次成书_出版时间=1914,自动通过,WL-WORK-1105
心理测验.md,心理测验,江户川乱步,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0148
怀中羔羊.md,怀中羔羊,卡罗琳·米勒,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2971
恋爱中的女人.md,恋爱中的女人,D.H.劳伦斯,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1110
恩典岁月.md,恩典岁月,玛格丽特·艾尔·巴恩斯,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2969
恰卡.md,恰卡,托马斯·莫福洛,T4,,CANON-270,1925,T4,PASS,HIGH,CANON-270 首次成书_出版时间=1925,需复核,WL-WORK-3206
恶心.md,恶心,萨特,T4,,CANON-157,1938,T4,PASS,HIGH,CANON-157 首次成书_出版时间=1938,自动通过,WL-WORK-1702
恶意预谋.md,恶意预谋,安东尼·伯克利,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0051
恶灵附身.md,恶灵附身,S.安斯基,T4,,CANON-254,约1914,T4,PASS,HIGH,CANON-254 首次成书_出版时间=约1914,需复核,WL-WORK-3195
悉达多.md,悉达多,赫尔曼·黑塞,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1112
愤怒的葡萄.md,愤怒的葡萄,约翰·斯坦贝克,T4,,CANON-167,1939,T4,PASS,HIGH,CANON-167 首次成书_出版时间=1939,需复核,WL-WORK-2847
戈丹.md,戈丹,普列姆昌德,T4,,CANON-065,1936,T4,PASS,HIGH,CANON-065 首次成书_出版时间=1936,需复核,WL-WORK-2824
我们.md,我们,扎米亚京,T4,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0283
我们中的一个.md,我们中的一个,薇拉·凯瑟,T4,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2961
我弥留之际.md,我弥留之际,福克纳,T4,,CANON-166,1930,T4,PASS,HIGH,CANON-166 首次成书_出版时间=1930,自动通过,WL-WORK-1711
