file,title,author,year,current_t,current_axis_t,suggested_t_by_year,status,reason,verification_status,id
America Is in the Heart.md,America Is in the Heart,卡洛斯·布洛桑,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0914
Amsterdam.md,Amsterdam,伊恩·麦克尤恩,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3059
An Area of Darkness.md,An Area of Darkness,V.S.奈保尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1348
Angel Down.md,Angel Down,丹尼尔·克劳斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3034
Aniceto el Gallo.md,Aniceto el Gallo,阿斯卡苏比,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2160
Anton Reiser.md,Anton Reiser,卡尔·菲利普·莫里茨,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0915
Anything for Billy.md,Anything for Billy,拉里·麦克默特里,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2161
Arabella.md,Arabella,乔吉特·海耶,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1940
Arabian Sands.md,Arabian Sands,威尔弗雷德·塞西格,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1349
Astoria.md,Astoria,华盛顿·欧文,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2163
"Astucia, el jefe de los Hermanos de la Hoja.md","Astucia, el jefe de los Hermanos de la Hoja",路易斯·G.因克兰,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2164
Audition.md,Audition,村上龙,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0493
A代表不在场证明.md,A代表不在场证明,苏·格拉夫顿,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0095
Bandits.md,Bandits,艾瑞克·霍布斯鲍姆,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2165
Bardelys the Magnificent.md,Bardelys the Magnificent,拉斐尔·萨巴蒂尼,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2167
Battle-Pieces.md,Battle-Pieces,赫尔曼·麦尔维尔,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1943
Beach Read.md,Beach Read,埃米莉·亨利,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1944
Before the Fall.md,Before the Fall,诺亚·霍利,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3143
Bellarion the Fortunate.md,Bellarion the Fortunate,拉斐尔·萨巴蒂尼,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2168
Benito Cereno.md,Benito Cereno,赫尔曼·麦尔维尔,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2169
Big Rock Candy Mountain.md,Big Rock Candy Mountain,华莱士·斯特格纳,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2171
Black Lamb and Grey Falcon.md,Black Lamb and Grey Falcon,丽贝卡·韦斯特,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1351
"Black Leopard, Red Wolf.md","Black Leopard, Red Wolf",马龙·詹姆斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2173
Blue Heaven.md,Blue Heaven,C.J.博克斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3135
Bones.md,Bones,简·伯克,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3126
Book Lovers.md,Book Lovers,埃米莉·亨利,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1949
Borderlands ／ La Frontera.md,Borderlands / La Frontera,格洛丽亚·安扎尔杜亚,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2175
Boyfriend Material.md,Boyfriend Material,亚历克西斯·霍尔,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1950
Buffalo Wagons.md,Buffalo Wagons,埃尔默·凯尔顿,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2177
Bugles in the Afternoon.md,Bugles in the Afternoon,欧内斯特·海科克斯,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2178
California Girl.md,California Girl,T.杰斐逊·帕克,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3131
Captain Singleton.md,Captain Singleton,丹尼尔·笛福,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2182
Ceremony.md,Ceremony,莱斯利·马蒙·西尔科,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0918
Certain Dark Things.md,Certain Dark Things,西尔维娅·莫雷诺-加西亚,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0495
Cligès.md,Cligès,克雷蒂安·德·特鲁瓦,,T1,T1 中古多中心文学世界,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2185
Close Range.md,Close Range,安妮·普鲁,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2186
Cockfight.md,Cockfight,玛丽亚·费尔南达·安普埃罗,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0496
"Cogewea, the Half-Blood.md","Cogewea, the Half-Blood",哀鸽,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2188
Cogewea.md,Cogewea,哀鸽,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2187
Comanche Moon.md,Comanche Moon,拉里·麦克默特里,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2189
Cotillion.md,Cotillion,乔吉特·海耶,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1951
"Crick Crack, Monkey.md","Crick Crack, Monkey",默尔·霍奇,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1528
Cryptonomicon.md,Cryptonomicon,尼尔·斯蒂芬森,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0920
Cycle of the Werewolf.md,Cycle of the Werewolf,斯蒂芬·金,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0497
Darangen.md,Darangen,佚名,,T1,T1 中古多中心文学世界,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1352
Dark Lover.md,Dark Lover,J.R.沃德,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1952
Dead Man's Walk.md,Dead Man's Walk,拉里·麦克默特里,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2197
Desert Gold.md,Desert Gold,赞恩·格雷,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2198
Destination Biafra.md,Destination Biafra,布奇·埃梅切塔,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1954
Down River.md,Down River,约翰·哈特,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3134
Dragon Raja.md,Dragon Raja,李英道,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0498
Drum-Taps.md,Drum-Taps,沃尔特·惠特曼,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1957
D坂杀人事件.md,D坂杀人事件,江户川乱步,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0147
El escritor argentino y la tradición.md,El escritor argentino y la tradición,博尔赫斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2203
El gaucho Martín Fierro.md,El gaucho Martín Fierro,何塞·埃尔南德斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2205
El muerto.md,El muerto,博尔赫斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2210
"Ema, la cautiva.md","Ema, la cautiva",塞萨尔·艾拉,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2216
Enemy of God.md,Enemy of God,伯纳德·康威尔,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2217
Erec et Enide.md,Erec et Enide,克雷蒂安·德·特鲁瓦,,T1,T1 中古多中心文学世界,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2219
Excalibur.md,Excalibur,伯纳德·康威尔,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2222
Exquisite Corpse.md,Exquisite Corpse,波比·Z.布赖特,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0500
Facundo／ Civilization and Barbarism.md,Facundo: Civilization and Barbarism,萨米恩托,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2224
Feed.md,Feed,M.T.安德森,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0925
Flags on the Bayou.md,Flags on the Bayou,詹姆斯·李·伯克,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3150
Flesh.md,Flesh,戴维·萨莱,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3082
Flint.md,Flint,路易斯·拉穆尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2228
Fools Crow.md,Fools Crow,詹姆斯·韦尔奇,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0926
Forfeit.md,Forfeit,迪克·弗朗西斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3097
Fortune's Fool.md,Fortune's Fool,拉斐尔·萨巴蒂尼,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2229
Fourth Wing.md,Fourth Wing,丽贝卡·亚罗斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1959
Frenchman's Creek.md,Frenchman's Creek,达芙妮·杜穆里埃,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2230
G.H.受难记.md,G.H.受难记,克拉丽丝·利斯佩克托,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1529
G.（伯杰）.md,G.,约翰·伯杰,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3038
Girls at War.md,Girls at War,钦努阿·阿契贝,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1962
God's Country.md,God's Country,珀西瓦尔·埃弗里特,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2234
Gone.md,Gone,莫·海德,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3138
Grande Sertão／ Veredas.md,Grande Sertão: Veredas,吉马朗埃斯·罗萨,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2235
Harvest Home.md,Harvest Home,托马斯·特赖恩,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0502
Her Privates We.md,Her Privates We,弗雷德里克·曼宁,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1964
Holiday.md,Holiday,斯坦利·米德尔顿,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3041
Hombre de la esquina rosada.md,Hombre de la esquina rosada,博尔赫斯,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2238
Hondo.md,Hondo,路易斯·拉穆尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2239
Hopscotch.md,Hopscotch,布赖恩·加菲尔德,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3102
Hormiga Negra.md,Hormiga Negra,爱德华多·古铁雷斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2241
"Horseman, Pass By.md","Horseman, Pass By",拉里·麦克默特里,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2242
How Much of These Hills Is Gold.md,How Much of These Hills Is Gold,张沧畔,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2244
How the Soldier Repairs the Gramophone.md,How the Soldier Repairs the Gramophone,萨沙·斯塔尼希奇,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1965
Human Sacrifices.md,Human Sacrifices,玛丽亚·费尔南达·安普埃罗,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0503
Imperium.md,Imperium,罗伯特·哈里斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0929
In an Antique Land.md,In an Antique Land,阿米塔夫·高希,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1355
In Patagonia.md,In Patagonia,布鲁斯·查特文,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1356
In the Castle of My Skin.md,In the Castle of My Skin,乔治·拉明,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0930
In the Distance.md,In the Distance,埃尔南·迪亚斯,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2247
In the Miso Soup.md,In the Miso Soup,村上龙,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0504
India／ A Wounded Civilization.md,India: A Wounded Civilization,V.S.奈保尔,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1357
Indulekha.md,Indulekha,O·钱杜·梅农,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-T3-INDULEKHA
invert 城塚翡翠倒叙集.md,invert 城塚翡翠倒叙集,相泽沙呼,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0209
It Had to Be You.md,It Had to Be You,诺拉·罗伯茨,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1970
J. Alfred Prufrock的情歌.md,J. Alfred Prufrock的情歌,T.S.艾略特,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1533
James.md,James,珀西瓦尔·埃弗里特,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3033
Jawbone.md,Jawbone,莫妮卡·奥赫达,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0505
Jennifer Government.md,Jennifer Government,马克斯·巴里,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0931
Johnnie Armstrong.md,Johnnie Armstrong,沃尔特·司各特,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2252
Juan Cuello.md,Juan Cuello,爱德华多·古铁雷斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2254
Just Like Home.md,Just Like Home,萨拉·盖利,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0506
Kinmont Willie.md,Kinmont Willie,沃尔特·司各特,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2257
Kumulipo.md,Kumulipo,佚名,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1358
La liebre.md,La liebre,塞萨尔·艾拉,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2260
La noche de los dones.md,La noche de los dones,博尔赫斯,,T5,T5 二战后多极文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2261
La poesía gauchesca.md,La poesía gauchesca,博尔赫斯,,T4,T4 全球现代主义时代,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2262
La vuelta de Martín Fierro.md,La vuelta de Martín Fierro,何塞·埃尔南德斯,,T3,T3 19世纪现代文学体系,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2263
"Lancelot, the Knight of the Cart.md","Lancelot, the Knight of the Cart",克雷蒂安·德·特鲁瓦,,T1,T1 中古多中心文学世界,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2266
Lancelot.md,Lancelot,克雷蒂安·德·特鲁瓦,,T1,T1 中古多中心文学世界,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2264
Last of the Breed.md,Last of the Breed,路易斯·拉穆尔,,T6,T6 当代全球文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2268
