file,title,author,current_t,note_year,master_id,master_time,suggested_t,status,confidence,evidence,verification_status,id
Tamas.md,Tamas,比沙姆·萨赫尼,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0944
The Acts of King Arthur and His Noble Knights.md,The Acts of King Arthur and His Noble Knights,约翰·斯坦贝克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2354
The Arrivants.md,The Arrivants,卡莫·布拉思韦特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1541
The Chant of Jimmie Blacksmith.md,The Chant of Jimmie Blacksmith,托马斯·基尼利,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2369
The Collected Works of Billy the Kid.md,The Collected Works of Billy the Kid,迈克尔·翁达杰,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2371
The Crystal Cave.md,The Crystal Cave,玛丽·斯图尔特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2374
The Daybreakers.md,The Daybreakers,路易斯·拉穆尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2376
The Eighth Circle.md,The Eighth Circle,斯坦利·埃林,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3087
The Hollow Hills.md,The Hollow Hills,玛丽·斯图尔特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2382
The Last Enchantment.md,The Last Enchantment,玛丽·斯图尔特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2387
The Middle Passage.md,The Middle Passage,V.S.奈保尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1376
The Shootist.md,The Shootist,格伦登·斯沃索特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2405
The Town.md,The Town,康拉德·里克特,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2983
V..md,V.,托马斯·品钦,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-7dd56f7890
"You, the Choice of My Parents.md","You, the Choice of My Parents",Konai Helu Thaman,T5,1974,,,T5,PASS,HIGH,note.year=1974,手工核验,WL-WORK-R9-VERIFIED2-YOU-THE-CHOICE-OF-MY-PARENTS-POEMS
一个背叛日本的日本人.md,一个背叛日本的日本人,松本清张,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0164
一个逃亡黑奴的传记.md,一个逃亡黑奴的传记,米格尔·巴内特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1545
一剂毒药.md,一剂毒药,夏洛特·阿姆斯特朗,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3085
一家之死.md,一家之死,詹姆斯·艾吉,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2986
一无所有.md,一无所有,厄休拉·勒古恩,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0354
一桩罪案的进展.md,一桩罪案的进展,朱利安·西蒙斯,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3089
一粒麦种.md,一粒麦种,恩古吉·瓦·提安哥,T5,,CANON-189,1967,T5,PASS,HIGH,CANON-189 首次成书_出版时间=1967,自动通过,WL-WORK-0963
七剑下天山.md,七剑下天山,梁羽生,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2437
七种武器.md,七种武器,古龙,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2440
万延元年的足球队.md,万延元年的足球队,大江健三郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1550
万有引力之虹.md,万有引力之虹,托马斯·品钦,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1551
三匹蟹.md,三匹蟹,大庭美奈子,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1553
三只忧伤的老虎.md,三只忧伤的老虎,吉列尔莫·卡夫雷拉·因凡特,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1554
三尖树时代.md,三尖树时代,约翰·温德姆,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0315
三里湾.md,三里湾,赵树理,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1556
三颗心与三头狮.md,三颗心与三头狮,波尔·安德森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0562
上帝保佑这个傻瓜.md,上帝保佑这个傻瓜,唐纳德·E·韦斯特莱克,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3095
上帝的木片.md,上帝的木片,奥斯曼·森贝内,T5,,CANON-192,1960,T5,PASS,HIGH,CANON-192 首次成书_出版时间=1960,需复核,WL-WORK-2853
上课.md,上课,欧仁·尤内斯库,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-e240d02fab
不休止.md,不休止,布莱恩·奥尔迪斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0345
不朽者.md,不朽者,罗杰·泽拉兹尼,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2901
与拉玛相会.md,与拉玛相会,阿瑟·克拉克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0310
世界的词是森林.md,世界的词是森林,厄休拉·勒古恩,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0355
东方.md,东方,魏巍,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2856
东方主义.md,东方主义,爱德华·萨义德,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3225
严厉的月亮.md,严厉的月亮,罗伯特·海因莱因,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0303
严密监视的列车.md,严密监视的列车,博胡米尔·赫拉巴尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1563
个人的体验.md,个人的体验,大江健三郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1564
中国神话传说.md,中国神话传说,袁珂,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1394
中转站.md,中转站,克利福德·西马克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0313
丰饶之海.md,丰饶之海,三岛由纪夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1565
为母之道.md,为母之道,布奇·埃梅切塔,T5,,CANON-260,1979,T5,PASS,HIGH,CANON-260 首次成书_出版时间=1979,需复核,WL-WORK-3198
乐观者的女儿.md,乐观者的女儿,尤多拉·韦尔蒂,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2996
乔瓦尼的房间.md,乔瓦尼的房间,詹姆斯·鲍德温,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1568
九尾怪猫.md,九尾怪猫,埃勒里·奎因,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0044
乡村教师.md,乡村教师,Khammaan Khonkhai,T5,1978,,,T5,PASS,HIGH,note.year=1978,手工核验,WL-WORK-R8-011
书剑恩仇录.md,书剑恩仇录,金庸,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2444
云海玉弓缘.md,云海玉弓缘,梁羽生,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2445
五号屠场.md,五号屠场,库尔特·冯内古特,T5,,CANON-173,1969,T5,PASS,HIGH,CANON-173 首次成书_出版时间=1969,自动通过,WL-WORK-0351
亚当，你到过哪里？.md,亚当，你到过哪里？,海因里希·伯尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2008
亲缘.md,亲缘,奥克塔维娅·巴特勒,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0360
人加.md,人加,弗雷德里克·波尔,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2933
人口1280.md,人口1280,吉姆·汤普森,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0087
人子.md,人子,奥古斯托·罗亚·巴斯托斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1572
人性的证明.md,人性的证明,森村诚一,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0166
人民公仆.md,人民公仆,钦努阿·阿契贝,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1574
人生拼图版.md,人生拼图版,乔治·佩雷克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1576
人的境况.md,人的境况,安德烈·马尔罗,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-7a0e590cfa
人都是要死的.md,人都是要死的,西蒙娜·德·波伏瓦,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-b8f5007c17
人间失格.md,人间失格,太宰治,T5,,CANON-055,1948,T5,PASS,HIGH,CANON-055 首次成书_出版时间=1948,自动通过,WL-WORK-0978
人间王国.md,人间王国,阿莱霍·卡彭铁尔,T5,,CANON-277,1949,T5,PASS,HIGH,CANON-277 首次成书_出版时间=1949,自动通过,WL-WORK-0979
从莫斯科到佩图什基.md,从莫斯科到佩图什基,维涅季克特·叶罗费耶夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1579
他人的脸.md,他人的脸,安部公房,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1580
他人的血.md,他人的血,西蒙娜·德·波伏瓦,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-53bc83870c
他们宁可正确.md,他们宁可正确,马克·克利夫顿 / 弗兰克·莱利,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2896
仪仗队.md,仪仗队,詹姆斯·古尔德·科曾斯,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2982
仿生人会梦见电子羊吗？.md,仿生人会梦见电子羊吗？,菲利普·K.迪克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0329
伊凡·杰尼索维奇的一天.md,伊凡·杰尼索维奇的一天,索尔仁尼琴,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1582
伊甸之东.md,伊甸之东,约翰·斯坦贝克,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0983
休战.md,休战,普里莫·莱维,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2015
伙计.md,伙计,伯纳德·马拉默德,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1585
佩德罗·巴拉莫.md,佩德罗·巴拉莫,胡安·鲁尔福,T5,,CANON-180,1955,T5,PASS,HIGH,CANON-180 首次成书_出版时间=1955,自动通过,WL-WORK-0987
侠客行.md,侠客行,金庸,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2449
俘虏记.md,俘虏记,大冈升平,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1589
保罗·策兰诗选.md,保罗·策兰诗选,保罗·策兰,T5,,CANON-197,1948—1970,T5,PASS,HIGH,CANON-197 首次成书_出版时间=1948—1970,需复核,WL-WORK-3154
修桶人.md,修桶人,伯纳德·马拉默德,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2993
倚天屠龙记.md,倚天屠龙记,金庸,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2450
假面的告白.md,假面的告白,三岛由纪夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0990
傅科摆.md,傅科摆,翁贝托·埃科,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-5ae21b4678
儿子的大玩偶.md,儿子的大玩偶,黄春明,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1591
元素周期表.md,元素周期表,普里莫·莱维,T5,,,,,REVIEW,,缺少可靠年代证据,个人补录,WL-WORK-2739
光明王.md,光明王,罗杰·泽拉兹尼,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0347
克拉普的最后一盘磁带.md,克拉普的最后一盘磁带,塞缪尔·贝克特,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-7bd506aa85
克里希纳普尔围城.md,克里希纳普尔围城,J.G.法雷尔,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3039
八墓村.md,八墓村,横沟正史,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0154
兰克玛之剑.md,兰克玛之剑,弗里茨·莱伯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0593
关原.md,关原,司马辽太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2455
其主之声.md,其主之声,斯坦尼斯瓦夫·莱姆,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0334
典仪.md,典仪,莱斯利·马蒙·西尔科,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3274
再见，哥伦布.md,再见，哥伦布,菲利普·罗斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1594
冲击波骑士.md,冲击波骑士,约翰·布鲁纳,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0998
冷肉.md,冷肉,萨达特·哈桑·曼托,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1596
凯恩舰哗变.md,凯恩舰哗变,赫尔曼·沃克,T5,1951,,,T5,PASS,HIGH,note.year=1951,自动通过,WL-WORK-2025
凯瑟琳·安·波特短篇小说集.md,凯瑟琳·安·波特短篇小说集,凯瑟琳·安·波特,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2992
分裂的天空.md,分裂的天空,克里斯塔·沃尔夫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1597
列车正点到达.md,列车正点到达,海因里希·伯尔,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1598
创业史.md,创业史,柳青,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1599
刺青杀人事件.md,刺青杀人事件,高木彬光,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0157
刽子手之歌.md,刽子手之歌,诺曼·梅勒,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-3000
剑与恶魔.md,剑与恶魔,弗里茨·莱伯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0604
剑客商卖.md,剑客商卖,池波正太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2459
剑海鹰扬.md,剑海鹰扬,司马翎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2461
功名十字路.md,功名十字路,司马辽太郎,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2462
加尔顿案件.md,加尔顿案件,罗斯·麦克唐纳,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0089
加布里埃拉.md,加布里埃拉,若热·亚马多,T5,,CANON-274,1958,T5,PASS,HIGH,CANON-274 首次成书_出版时间=1958,需复核,WL-WORK-3207
动物农场.md,动物农场,乔治·奥威尔,T5,,CANON-143,1945,,BOUNDARY,HIGH,CANON-143 首次成书_出版时间=1945 (BOUNDARY_DATE),个人补录,WL-WORK-2683
动物园故事.md,动物园故事,爱德华·阿尔比,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M51-68459d5ec8
劳儿之劫.md,劳儿之劫,玛格丽特·杜拉斯,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1602
北迁季节.md,北迁季节,塔伊布·萨利赫,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1603
十月国度.md,十月国度,雷·布拉德伯里,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0609
半生缘.md,半生缘,张爱玲,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-2029
华冈青洲之妻.md,华冈青洲之妻,有吉佐和子,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1010
华氏451.md,华氏451,雷·布拉德伯里,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-0319
南太平洋故事.md,南太平洋故事,詹姆斯·A·米奇纳,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2981
南方.md,南方,博尔赫斯,T5,1953,,,T5,PASS,HIGH,note.year=1953,人工核验,WL-WORK-2468
南方认识论.md,南方认识论,博阿文图拉·德·索萨·桑托斯,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3239
卡彭塔利亚湾.md,卡彭塔利亚湾,Alexis Wright,T5,,,,,REVIEW,,缺少可靠年代证据,书目清理V1：作者已核定，其他字段按现有证据保留,WL-WORK-R9-007
卡迪什.md,卡迪什,艾伦·金斯堡,T5,,,,,REVIEW,,缺少可靠年代证据,手工核验,WL-WORK-M4-22ef503c
危险幻象.md,危险幻象,哈兰·埃里森,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-0367
历史（莫兰特）.md,历史,埃尔莎·莫兰特,T5,,CANON-210,1974,T5,PASS,HIGH,CANON-210 首次成书_出版时间=1974,需复核,WL-WORK-3162
去你四散的身躯.md,去你四散的身躯,菲利普·何塞·法默,T5,,,,,REVIEW,,缺少可靠年代证据,需复核,WL-WORK-2903
去卡拉的使命.md,去卡拉的使命,蒙戈·贝蒂,T5,,,,,REVIEW,,缺少可靠年代证据,自动通过,WL-WORK-1609
去殖民化心灵.md,去殖民化心灵,恩古吉·瓦·提安哥,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3233
去殖民化方法论.md,去殖民化方法论,琳达·图希瓦伊·史密斯,T5,,,,,REVIEW,,缺少可靠年代证据,metadata_pending,WL-WORK-3234
