file,title,author,year,current_t,current_axis_t,suggested_t_by_year,status,reason,verification_status,id
儒林外史.md,儒林外史,吴敬梓,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-2815
克拉丽莎.md,克拉丽莎,塞缪尔·理查逊,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2020
克莱芙王妃.md,克莱芙王妃,拉法耶特夫人,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0995
卡拉贾奥兰诗歌.md,卡拉贾奥兰诗歌,卡拉贾奥兰,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-R1-KARACAOGLAN
卢济塔尼亚人之歌.md,卢济塔尼亚人之歌,路易斯·德·卡蒙斯,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3168
印卡王室述评.md,印卡王室述评,印加·加尔西拉索·德拉维加,1609,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-1606
危险关系.md,危险关系,拉克洛,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2031
厌世者.md,厌世者,莫里哀,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2831
古鲁·格兰特·萨希卜.md,古鲁·格兰特·萨希卜,多人,1604,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-R3-62607531
可怜的丽莎.md,可怜的丽莎,尼古拉·卡拉姆津,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-05136802
后水浒传.md,后水浒传,陈忱,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2478
君主论.md,君主论,尼科洛·马基雅维利,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-55613473
哈姆雷特.md,哈姆雷特,威廉·莎士比亚,1600,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-2825
哲学通信.md,哲学通信,伏尔泰,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-47240802
嘉尔西拉索诗集.md,嘉尔西拉索诗集,嘉尔西拉索·德·拉·维加,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-68876650
园丁之犬.md,园丁之犬,洛佩·德·维加,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2483
圣殿.md,圣殿,乔治·赫伯特,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-40482591
堂吉诃德.md,堂吉诃德,塞万提斯,1605,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-1042
塞维利亚理发师.md,塞维利亚理发师,博马舍,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-83829513
塞莱斯蒂娜.md,塞莱斯蒂娜,费尔南多·德·罗哈斯,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-47269789
太阳传说.md,太阳传说,佚名,1558,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,自动通过,WL-WORK-1436
失乐园（弥尔顿）.md,失乐园,约翰·弥尔顿,1667,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-T2-PARADISE-LOST
奇兰巴兰书.md,奇兰巴兰书,佚名,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1438
奥之细道.md,奥之细道,松尾芭蕉,1702,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-1440
奥赛罗.md,奥赛罗,威廉·莎士比亚,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2828
好色一代男.md,好色一代男,井原西鹤,1682,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-T2-KOSHOKU-ICHIDAI-OTOKO
威克菲尔德的牧师.md,威克菲尔德的牧师,奥利弗·哥尔德斯密斯,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-00265350
威廉·迈斯特的学习时代.md,威廉·迈斯特的学习时代,歌德,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1061
孤独集.md,孤独集,路易斯·德·贡戈拉,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-95873266
安德洛玛刻.md,安德洛玛刻,让·拉辛,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-11624270
宿命论者雅克.md,宿命论者雅克,德尼·狄德罗,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-15544523
宿命论者雅克和他的主人.md,宿命论者雅克和他的主人,德尼·狄德罗,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3156
寓言诗.md,寓言诗,让·德·拉封丹,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-33850830
小癞子.md,小癞子,佚名,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,structural_backfill_v1,WL-WORK-R4-小癞子
少年维特的烦恼.md,少年维特的烦恼,歌德,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2055
巨人传.md,巨人传,弗朗索瓦·拉伯雷,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3164
巴基诗集.md,巴基诗集,巴基,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-R1-BAKI-DIVAN
巴布尔回忆录.md,巴布尔回忆录,巴布尔,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-T2-BABURNAMA
希尔·兰贾.md,希尔·兰贾,瓦里斯·沙阿,1766,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-R3-94628411
帕梅拉.md,帕梅拉,塞缪尔·理查逊,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2061
幽灵小姐.md,幽灵小姐,卡尔德隆,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2515
廷臣论.md,廷臣论,巴尔达萨雷·卡斯蒂廖内,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-28776668
征服新西班牙信史.md,征服新西班牙信史,贝尔纳尔·迪亚斯·德尔·卡斯蒂略,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-1697
微型巨人.md,微型巨人,伏尔泰,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0261
忏悔录.md,忏悔录,让-雅克·卢梭,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-33284735
恨世者.md,恨世者,莫里哀,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-34034104
意大利人.md,意大利人,安·拉德克利夫,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0697
愚人颂.md,愚人颂,伊拉斯谟,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-40670511
感伤旅行.md,感伤旅行,劳伦斯·斯特恩,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1462
批评家.md,批评家,巴尔塔萨尔·格拉西安,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-05507229
拉摩的侄儿.md,拉摩的侄儿,德尼·狄德罗,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-22614670
拉玛坚.md,拉玛坚,佚名,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1465
新大西岛.md,新大西岛,弗朗西斯·培根,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0258
新爱洛伊丝.md,新爱洛伊丝,卢梭,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2077
新爱洛绮丝.md,新爱洛绮丝,让-雅克·卢梭,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-72423498
旅行书（埃夫利亚·切莱比）.md,旅行书,埃夫利亚·切莱比,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-T2-SEYAHATNAME
春香传.md,春香传,佚名,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2819
智者纳坦.md,智者纳坦,戈特霍尔德·埃弗拉伊姆·莱辛,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-32741460
暴风雨.md,暴风雨,威廉·莎士比亚,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2829
曾根崎心中.md,曾根崎心中,近松门左卫门,1703,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-T2-SONEZAKI
有感情的人.md,有感情的人,亨利·麦肯齐,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-60037943
李尔王.md,李尔王,威廉·莎士比亚,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2827
杨家将.md,杨家将,熊大木,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,个人补录,WL-WORK-2733
林孔内特与科尔塔迪略.md,林孔内特与科尔塔迪略,塞万提斯,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2547
格列佛游记.md,格列佛游记,乔纳森·斯威夫特,1726,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-0260
桃花扇.md,桃花扇,孔尚任,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2816
梦集.md,梦集,弗朗西斯科·德·克维多,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-54303373
歌与十四行诗.md,歌与十四行诗,约翰·多恩,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-40141849
歌集.md,歌集,彼特拉克,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2086
水浒传.md,水浒传,施耐庵,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-1175
水浒后传.md,水浒后传,陈忱,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2563
汉堡剧评.md,汉堡剧评,戈特霍尔德·埃弗拉伊姆·莱辛,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-19505670
汤姆·琼斯.md,汤姆·琼斯,亨利·菲尔丁,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1178
波斯人信札.md,波斯人信札,孟德斯鸠,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-86074587
波波尔·乌.md,波波尔·乌,佚名,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-1481
浮士德博士.md,浮士德博士,克里斯托弗·马洛,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-66790275
浮生六记.md,浮生六记,沈复,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,个人补录,WL-WORK-2688
炽焰世界.md,炽焰世界,玛格丽特·卡文迪许,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-0259
熙德.md,熙德,皮埃尔·高乃依,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-91482024
爱弥儿.md,爱弥儿,卢梭,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1207
爱米丽雅·迦洛蒂.md,爱米丽雅·迦洛蒂,戈特霍尔德·埃弗拉伊姆·莱辛,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-65206800
牡丹亭.md,牡丹亭,汤显祖,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-2097
疯狂的奥兰多.md,疯狂的奥兰多,卢多维科·阿里奥斯托,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2578
痴儿西木传.md,痴儿西木传,格里美尔斯豪森,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2105
百科全书.md,百科全书,狄德罗、达朗贝尔等,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-25849766
社会契约论.md,社会契约论,让-雅克·卢梭,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-82629482
神圣十四行诗.md,神圣十四行诗,约翰·多恩,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-72346801
穿绿裤子的唐·希尔.md,穿绿裤子的唐·希尔,蒂尔索·德·莫利纳,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2587
第一梦（索尔·胡安娜）.md,第一梦,索尔·胡安娜·伊内斯·德拉克鲁斯,1692,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-T2-PRIMERO-SUENO
第十二夜.md,第十二夜,莎士比亚,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2112
等待的岁月.md,等待的岁月,圆地文子,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-1242
答索尔·菲洛泰亚修女.md,答索尔·菲洛泰亚修女,胡安娜·伊内斯·德·拉·克鲁斯,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-83519191
红楼梦.md,红楼梦,曹雪芹,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-1252
罗密欧与朱丽叶.md,罗密欧与朱丽叶,莎士比亚,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2119
罗摩功行录.md,罗摩功行录,杜勒西达斯,1574,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-T2-RAMCHARITMANAS
羊泉村.md,羊泉村,洛佩·德·维加,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,structural_backfill_v1,WL-WORK-R4-羊泉村
老实人.md,老实人,伏尔泰,1759,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-2122
聊斋志异.md,聊斋志异,蒲松龄,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-0816
聪明的恋人.md,聪明的恋人,洛佩·德·维加,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2604
莎士比亚十四行诗.md,莎士比亚十四行诗,莎士比亚,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2126
莱拉与马吉农（福祖里）.md,莱拉与马吉农（福祖里）,福祖里,1536,T2,T2 早期现代文学,T2,PASS,按 year 与正式 T 轴范围一致,手工核验,WL-WORK-R1-FUZULI-LAYLA-MAJNUN
蒙田随笔.md,蒙田随笔,米歇尔·德·蒙田,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-3161
被解放的耶路撒冷.md,被解放的耶路撒冷,托尔夸托·塔索,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-20522661
西游记.md,西游记,吴承恩,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-0838
西里西亚天使.md,西里西亚天使,安格鲁斯·西勒修斯,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-13231696
解放了的耶路撒冷.md,解放了的耶路撒冷,托尔夸托·塔索,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2618
论人的尊严.md,论人的尊严,乔瓦尼·皮科·德拉·米兰多拉,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-64340312
论学问的进步.md,论学问的进步,弗朗西斯·培根,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-98483965
论科学与艺术.md,论科学与艺术,让-雅克·卢梭,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-86850080
诗艺.md,诗艺,尼古拉·布瓦洛,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-30389564
费加罗的婚礼.md,费加罗的婚礼,博马舍,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-65186280
费德尔.md,费德尔,让·拉辛,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,需复核,WL-WORK-2832
贺拉斯.md,贺拉斯,皮埃尔·高乃依,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-13735026
金瓶梅.md,金瓶梅,兰陵笑笑生,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-1307
铁手骑士葛兹·冯·贝利欣根.md,铁手骑士葛兹·冯·贝利欣根,歌德,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,自动通过,WL-WORK-2628
阿斯特洛菲尔与斯黛拉.md,阿斯特洛菲尔与斯黛拉,菲利普·锡德尼,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-90232500
随笔集.md,随笔集,米歇尔·德·蒙田,,T2,T2 早期现代文学,,REVIEW,缺少可机器读取的 year；需要按成书/定稿/首次发表史人工核验,手工核验,WL-WORK-M1-71878183
