tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,deep_status,deep_earliest_year,deep_earliest_t,deep_first_publish_year,deep_first_publish_t,deep_title,deep_authors,deep_key,deep_year_count,deep_year_min,deep_year_max,deep_match_score,resolution_status,chosen_t,canonical_year_candidate,resolution_reason,author_only_reason,residual_bucket,mad_status
P2_EXTERNAL_MATCH_FRIENDLY,Roman de Troie.md,WL-WORK-2333,Roman de Troie,,伯努瓦·德·圣莫尔,Benoît de Sainte-Maure,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,STABLE_T,1987,T6,1987,T6,Le roman de Troie,Benoît de Sainte-Maure,/works/OL19465105W,1,1987,1987,1.903,SAFE_T,T6,1987,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Sir Launfal.md,WL-WORK-2341,Sir Launfal,,托马斯·切斯特,Thomas Chestre,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,STABLE_T,1960,T5,1960,T5,sir launfal,thomas chestre,/works/OL43346167W,1,1960,1960,2.000,SAFE_T,T5,1960,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,So Far from God.md,WL-WORK-2345,So Far from God,,安娜·卡斯蒂略,Ana Castillo,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1993,T6,1993,T6,So Far from God,Ana Castillo,/works/OL18691W,3,1993,2005,2.000,SAFE_T,T6,1993,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Song for the Unraveling of the World.md,WL-WORK-0520,Song for the Unraveling of the World,,布赖恩·埃文森,Brian Evenson,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2019,T6,2019,T6,Song for the Unraveling of the World,Brian Evenson,/works/OL20154069W,1,2019,2019,2.000,SAFE_T,T6,2019,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Slogum House.md,WL-WORK-2343,Slogum House,,玛丽·桑多兹,Mari Sandoz,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1937,T4,1937,T4,Slogum House,Mari Sandoz,/works/OL36879998W,2,1937,2024,2.000,SAFE_T,T4,1937,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Sozaboy.md,WL-WORK-1983,Sozaboy,,肯·萨罗-维瓦,Saro-Wiwa,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,1985,T6,1985,T6,Sozaboy,Ken Saro-Wiwa,/works/OL2369168W,5,1985,1997,1.818,SAFE_T,T6,1985,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Starve Acre.md,WL-WORK-0521,Starve Acre,,安德鲁·迈克尔·赫尔利,Andrew Michael Hurley,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2019,T6,2019,T6,Starve Acre,Andrew Michael Hurley,/works/OL21656910W,3,2019,2023,2.000,SAFE_T,T6,2019,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Assassination of Jesse James by the Coward Robert Ford.md,WL-WORK-2360,The Assassination of Jesse James by the Coward Robert Ford,,罗恩·汉森,Ron Hansen,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,STABLE_T,1983,T6,1983,T6,The Assassination of Jesse James by the Coward Robert Ford,Ron Hansen,/works/OL64715W,4,1983,2007,2.000,SAFE_T,T6,1983,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Sundown.md,WL-WORK-2349,Sundown,,约翰·约瑟夫·马修斯,John Joseph Mathews,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1934,T4,1934,T4,Sundown,John Joseph Mathews,/works/OL1213853W,3,1934,1988,2.000,SAFE_T,T4,1934,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Book of Not.md,WL-WORK-0947,The Book of Not,,齐齐·丹加雷姆加,Tsitsi Dangarembga,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,STABLE_T,2006,T6,2006,T6,The Book of Not,Tsitsi Dangarembga,/works/OL4436726W,2,2006,2021,2.000,SAFE_T,T6,2006,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Cipher.md,WL-WORK-0528,The Cipher,,凯丝·科娅,Kathe Koja,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1991,T6,1991,T6,The Cipher,Kathe Koja,/works/OL21243717W,2,1991,2020,2.000,SAFE_T,T6,1991,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Fisherman.md,WL-WORK-0532,The Fisherman,,约翰·兰根,John Langan,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2016,T6,2016,T6,The Fisherman,John Langan,/works/OL17366745W,3,2016,2024,2.000,SAFE_T,T6,2016,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Flatshare.md,WL-WORK-1987,The Flatshare,,贝丝·奥利里,Beth O'Leary,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,STABLE_T,2019,T6,2019,T6,The Flatshare,Beth O'Leary,/works/OL20664315W,2,2019,2021,2.000,SAFE_T,T6,2019,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Cold Dish.md,WL-WORK-2370,The Cold Dish,,克雷格·约翰逊,Craig Johnson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,2004,T6,2004,T6,The Cold Dish,Craig Johnson,/works/OL8254784W,3,2004,2014,2.000,SAFE_T,T6,2004,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Gaucho Genre.md,WL-WORK-2379,The Gaucho Genre,,约瑟菲娜·卢德梅尔,Josefina Ludmer,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,STABLE_T,2002,T6,2002,T6,The gaucho genre,Josefina Ludmer,/works/OL795853W,1,2002,2002,2.000,SAFE_T,T6,2002,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Jump-Off Creek.md,WL-WORK-2386,The Jump-Off Creek,,莫莉·格洛斯,Molly Gloss,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1989,T6,1989,T6,The jump-off creek,Molly Gloss,/works/OL79741W,5,1989,2014,2.000,SAFE_T,T6,1989,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Last House on Needless Street.md,WL-WORK-0538,The Last House on Needless Street,,卡特里奥娜·沃德,Catriona Ward,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2021,T6,2021,T6,The Last House on Needless Street,Catriona Ward,/works/OL24312716W,2,2021,2022,2.000,SAFE_T,T6,2021,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Life and Adventures of Nat Love.md,WL-WORK-2390,The Life and Adventures of Nat Love,,纳特·洛夫,Nat Love,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,2010,T6,2010,T6,The Life and Adventures of Nat Love,Nat Love,/works/OL24323609W,7,2010,2022,2.000,SAFE_T,T6,2010,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Loney.md,WL-WORK-0540,The Loney,,安德鲁·迈克尔·赫尔利,Andrew Michael Hurley,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2014,T6,2014,T6,The Loney,Andrew Michael Hurley,/works/OL19354420W,5,2014,2018,2.000,SAFE_T,T6,2014,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Manitous.md,WL-WORK-1375,The Manitous,,巴兹尔·约翰斯顿,Basil Johnston,,,batch3_source_refs,WL-TOPIC-G1-MYTH,STABLE_T,1995,T6,1995,T6,The Manitous,Basil Johnston,/works/OL2197537W,3,1995,2001,2.000,SAFE_T,T6,1995,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Old Drift.md,WL-WORK-0950,The Old Drift,,纳姆瓦利·瑟佩尔,Namwali Serpell,,,batch2_source_refs,WL-TOPIC-G43-FAMILY,STABLE_T,2019,T6,2019,T6,The Old Drift,Namwali Serpell,/works/OL20148914W,2,2019,2020,2.000,SAFE_T,T6,2019,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Pirate's Daughter.md,WL-WORK-2398,The Pirate's Daughter,,玛格丽特·塞泽尔-汤普森,Margaret Cezair-Thompson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,STABLE_T,2007,T6,2007,T6,The Pirate's Daughter,Margaret Cezair-Thompson,/works/OL2006471W,3,2007,2010,2.000,SAFE_T,T6,2007,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Recess.md,WL-WORK-0951,The Recess,,索菲娅·李,Sophia Lee,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL,STABLE_T,1785,T2,1785,T2,The recess,Sophia Lee,/works/OL69279W,10,1785,1979,2.000,SAFE_T,T2,1785,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Right Swipe.md,WL-WORK-1992,The Right Swipe,,阿丽莎·拉伊,Alisha Rai,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,STABLE_T,2019,T6,2019,T6,the Right swipe,Alisha Rai,/works/OL20081454W,1,2019,2019,2.000,SAFE_T,T6,2019,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Thousand Crimes of Ming Tsu.md,WL-WORK-2414,The Thousand Crimes of Ming Tsu,,汤姆·林,Tom Lin,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,STABLE_T,2021,T6,2021,T6,The Thousand Crimes of Ming Tsu,Tom Lin,/works/OL24347924W,2,2021,2022,2.000,SAFE_T,T6,2021,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Sunne in Splendour.md,WL-WORK-0953,The Sunne in Splendour,,莎伦·凯·彭曼,Sharon Kay Penman,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL,STABLE_T,1983,T6,1983,T6,The sunne in splendour,Sharon Kay Penman,/works/OL7971334W,2,1983,1984,2.000,SAFE_T,T6,1983,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,The Wedding Date.md,WL-WORK-1995,The Wedding Date,,贾丝明·吉洛里,Jasmine Guillory,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,STABLE_T,2018,T6,2018,T6,The wedding date,Jasmine Guillory,/works/OL19670214W,2,2018,2019,2.000,SAFE_T,T6,2018,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,These Thousand Hills.md,WL-WORK-2421,These Thousand Hills,,A.B.格思里,A.B. Guthrie Jr.,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1956,T5,1956,T5,These thousand hills,A. B. Guthrie,/works/OL2944433W,6,1956,1995,1.880,SAFE_T,T5,1956,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Things Have Gotten Worse Since We Last Spoke.md,WL-WORK-0549,Things Have Gotten Worse Since We Last Spoke,,埃里克·拉罗卡,Eric LaRocca,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2021,T6,2021,T6,Things Have Gotten Worse Since We Last Spoke,Eric LaRocca,/works/OL24627202W,1,2021,2021,2.000,SAFE_T,T6,2021,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Tlingit Myths and Texts.md,WL-WORK-1383,Tlingit Myths and Texts,,约翰·R.斯旺顿,John R. Swanton,,,batch3_source_refs,WL-TOPIC-G1-MYTH,STABLE_T,1909,T4,1909,T4,Tlingit myths and texts,John Reed Swanton,/works/OL7677871W,10,1909,2022,1.903,SAFE_T,T4,1909,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Travels in West Africa.md,WL-WORK-1385,Travels in West Africa,,玛丽·金斯利,Mary Kingsley,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,2011,T6,2011,T6,Travels in West Africa,Mary Kingsley,/works/OL28345059W,9,2011,2020,2.000,SAFE_T,T6,2011,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Unbeaten Tracks in Japan.md,WL-WORK-1388,Unbeaten Tracks in Japan,,伊莎贝拉·伯德,Bird,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,2016,T6,2016,T6,Unbeaten Tracks in Japan,Bird,/works/OL21121326W,1,2016,2016,2.000,SAFE_T,T6,2016,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Under the Red Robe.md,WL-WORK-2427,Under the Red Robe,,斯坦利·韦曼,Stanley Weyman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,STABLE_T,1949,T5,1949,T5,under the red robe,stanley j. weyman,/works/OL43384499W,1,1949,1949,1.933,SAFE_T,T5,1949,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Unsouled.md,WL-WORK-0553,Unsouled,,威尔·怀特,Will Wight,,,batch1_source_refs,WL-TOPIC-G45-FANTASY,STABLE_T,2017,T6,2017,T6,Unsouled,Will Wight,/works/OL20781727W,2,2017,2021,2.000,SAFE_T,T6,2017,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Vox.md,WL-WORK-0955,Vox,,克里斯蒂娜·达尔彻,Christina Dalcher,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,STABLE_T,2018,T6,2018,T6,Vox,Christina Dalcher,/works/OL19765094W,2,2018,2019,2.000,SAFE_T,T6,2018,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Who Remembers the Sea.md,WL-WORK-2001,Who Remembers the Sea,,穆罕默德·迪布,Mohammed Dib,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,1985,T6,1985,T6,Who remembers the sea,Mohammed Dib,/works/OL11457666W,1,1985,1985,2.000,SAFE_T,T6,1985,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Winter in the Blood.md,WL-WORK-2431,Winter in the Blood,,詹姆斯·韦尔奇,James Welch,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1974,T5,1974,T5,Winter in the blood,James Welch,/works/OL46517W,4,1974,2008,2.000,SAFE_T,T5,1974,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,With His Pistol in His Hand.md,WL-WORK-2432,With His Pistol in His Hand,,阿梅里科·帕雷德斯,Américo Paredes,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,STABLE_T,1958,T5,1958,T5,With his pistol in his hand,Américo Paredes,/works/OL1840695W,3,1958,2006,2.000,SAFE_T,T5,1958,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,不再存在的女人.md,WL-WORK-0230,不再存在的女人,Celle qui n'était plus,布瓦洛-纳尔瑟雅克,Boileau-Narcejac,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1952,T5,1952,T5,Celle qui n'était plus =,Boileau-Narcejac,/works/OL3600939W,1,1952,1952,2.000,SAFE_T,T5,1952,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,Wounds.md,WL-WORK-0557,Wounds,,内森·巴林拉德,Nathan Ballingrud,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2019,T6,2019,T6,Wounds,Nathan Ballingrud,/works/OL20151193W,1,2019,2019,2.000,SAFE_T,T6,2019,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,不要回头.md,WL-WORK-0224,不要回头,Don't Look Back,卡琳·福萨姆,Karin Fossum,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,2004,T6,2004,T6,Don't Look Back,Karin Fossum,/works/OL35434599W,1,2004,2004,2.000,SAFE_T,T6,2004,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,世界的用法.md,WL-WORK-1393,世界的用法,The Way of the World,尼古拉·布维耶,Nicolas Bouvier,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,2009,T6,2009,T6,The way of the world,Nicolas Bouvier,/works/OL18643544W,1,2009,2009,2.000,SAFE_T,T6,2009,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,公主新娘.md,WL-WORK-2454,公主新娘,The Princess Bride,威廉·戈德曼,William Goldman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,STABLE_T,1973,T5,1973,T5,The Princess Bride,William Goldman,/works/OL486967W,16,1973,2007,2.000,SAFE_T,T5,1973,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,冬日女王.md,WL-WORK-0137,冬日女王,The Winter Queen,鲍里斯·阿库宁,Boris Akunin,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,2002,T6,2002,T6,The Winter Queen,Boris Akunin,/works/OL8423434W,3,2002,2004,2.000,SAFE_T,T6,2002,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,召唤魔鬼.md,WL-WORK-0069,召唤魔鬼,Whistle Up the Devil,德里克·史密斯,Derek Smith,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,2015,T6,2015,T6,Whistle Up the Devil,Derek Smith,/works/OL31481107W,1,2015,2015,2.000,SAFE_T,T6,2015,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,在比尤拉高地.md,WL-WORK-0108,在比尤拉高地,On Beulah Height,雷金纳德·希尔,Reginald Hill,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1998,T6,1998,T6,On Beulah Height,Reginald Hill,/works/OL57023W,3,1998,2003,2.000,SAFE_T,T6,1998,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,大地惊雷.md,WL-WORK-2493,大地惊雷,True Grit,查尔斯·波蒂斯,Charles Portis,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1968,T5,1968,T5,True Grit,Charles Portis,/works/OL104535W,10,1968,2007,2.000,SAFE_T,T5,1968,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,大天空.md,WL-WORK-2494,大天空,The Big Sky,A.B.格思里,A.B. Guthrie Jr.,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1947,T5,1947,T5, The big sky,A.B Guthrie Jr.,/works/OL43013336W,1,1947,1947,2.000,SAFE_T,T5,1947,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,指匠迷案.md,WL-WORK-0136,指匠迷案,An Instance of the Fingerpost,伊恩·皮尔斯,Iain Pears,,,,WL-TOPIC-G45-MYSTERY,STABLE_T,1999,T6,1999,T6,An Instance of the Fingerpost,Iain Pears,/works/OL1900839W,1,1999,1999,2.000,SAFE_T,T6,1999,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,废墟.md,WL-WORK-0688,废墟,The Ruins,斯科特·史密斯,Scott Smith,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2005,T6,2005,T6,The Ruins,Scott Smith,/works/OL6218186W,3,2005,2007,2.000,SAFE_T,T6,2005,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
P2_EXTERNAL_MATCH_FRIENDLY,犬之力.md,WL-WORK-2570,犬之力,The Power of the Dog,托马斯·萨维奇,Thomas Savage,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1967,T5,1967,T5,The power of the dog,Thomas Savage,/works/OL4649200W,7,1967,2016,2.000,SAFE_T,T5,1967,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,NO_BIRTH,AUTHOR_DATE_MISSING,REVIEW_NO_STRONG_WORK_AUTHOR_DATE
