tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,deep_status,deep_earliest_year,deep_earliest_t,deep_first_publish_year,deep_first_publish_t,deep_title,deep_authors,deep_key,deep_year_count,deep_year_min,deep_year_max,deep_match_score,resolution_status,chosen_t,canonical_year_candidate,resolution_reason,author_only_status,author_only_proven_t,author_active_start,author_active_end,author_match_name,author_match_score,author_birth_year,author_death_year,author_key
P2_EXTERNAL_MATCH_FRIENDLY,Certain Dark Things.md,WL-WORK-0495,Certain Dark Things,,西尔维娅·莫雷诺-加西亚,Silvia Moreno-Garcia,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2016,T6,2016,T6,Certain Dark Things,Silvia Moreno-Garcia,/works/OL20039652W,3,2016,2022,2.000,SAFE_T,T6,2016,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1996,2026,Silvia Moreno-Garcia,1.000,1981,,OL7481396A
P2_EXTERNAL_MATCH_FRIENDLY,"Cogewea, the Half-Blood.md",WL-WORK-2188,"Cogewea, the Half-Blood",,哀鸽,Mourning Dove,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,2024,T6,2024,T6,"Cogewea, the Half Blood",Mourning Dove,/works/OL37874714W,1,2024,2024,2.000,SAFE_T,T6,2024,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T4,1903,1936,Mourning Dove,1.000,1888,1936,OL1005122A
P2_EXTERNAL_MATCH_FRIENDLY,Exquisite Corpse.md,WL-WORK-0500,Exquisite Corpse,,波比·Z.布赖特,Poppy Z. Brite,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,1996,T6,1996,T6,Exquisite Corpse,Poppy Z. Brite,/works/OL20864713W,6,1996,2015,2.000,SAFE_T,T6,1996,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1982,2026,Poppy Z. Brite,1.000,1967,,OL397484A
P2_EXTERNAL_MATCH_FRIENDLY,Fourth Wing.md,WL-WORK-1959,Fourth Wing,,丽贝卡·亚罗斯,Rebecca Yarros,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,STABLE_T,2023,T6,2023,T6,Fourth Wing,Rebecca Yarros,/works/OL29226517W,3,2023,2025,2.000,SAFE_T,T6,2023,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1996,2026,Rebecca Yarros,1.000,1981,,OL7825177A
P2_EXTERNAL_MATCH_FRIENDLY,Her Privates We.md,WL-WORK-1964,Her Privates We,,弗雷德里克·曼宁,Frederic Manning,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,1930,T4,1930,T4,"Her privates, we",Frederic Manning,/works/OL4445615W,3,1930,1964,2.000,SAFE_T,T4,1930,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T4,1897,1935,Frederic Manning,1.000,1882,1935,OL884910A
P2_EXTERNAL_MATCH_FRIENDLY,Hormiga Negra.md,WL-WORK-2241,Hormiga Negra,,爱德华多·古铁雷斯,Eduardo Gutiérrez,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,STABLE_T,1900,T4,1900,T4,Hormiga Negra,Eduardo Gutierrez,/works/OL10155835W,1,1900,1900,2.000,SAFE_T,T4,1900,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T3,1866,1889,Eduardo Gutiérrez,1.000,1851,1889,OL66353A
P2_EXTERNAL_MATCH_FRIENDLY,How Much of These Hills Is Gold.md,WL-WORK-2244,How Much of These Hills Is Gold,,张沧畔,C Pam Zhang,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,2020,T6,2020,T6,How much of these hills is gold,C Pam Zhang,/works/OL20660554W,2,2020,2021,2.000,SAFE_T,T6,2020,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,2005,2026,C Pam Zhang,1.000,1990,,OL7828910A
P2_EXTERNAL_MATCH_FRIENDLY,Human Sacrifices.md,WL-WORK-0503,Human Sacrifices,,玛丽亚·费尔南达·安普埃罗,María Fernanda Ampuero,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2023,T6,2023,T6,Human Sacrifices,María Fernanda Ampuero,/works/OL37878809W,1,2023,2023,2.000,SAFE_T,T6,2023,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1991,2026,María Fernanda Ampuero,1.000,1976,,OL7992626A
P2_EXTERNAL_MATCH_FRIENDLY,Jawbone.md,WL-WORK-0505,Jawbone,,莫妮卡·奥赫达,Mónica Ojeda,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2022,T6,2022,T6,Jawbone,Mónica Ojeda,/works/OL28803815W,1,2022,2022,2.000,SAFE_T,T6,2022,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,2003,2026,Mónica Ojeda,1.000,1988,,OL7394328A
P2_EXTERNAL_MATCH_FRIENDLY,Just Like Home.md,WL-WORK-0506,Just Like Home,,萨拉·盖利,Sarah Gailey,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2022,T6,2022,T6,Just Like Home,Sarah Gailey,/works/OL25453693W,2,2022,2023,2.000,SAFE_T,T6,2022,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,2005,2026,Sarah Gailey,1.000,1990,,OL7482725A
P2_EXTERNAL_MATCH_FRIENDLY,"Letters Written during a Short Residence in Sweden, Norway, and Denmark.md",WL-WORK-1360,"Letters Written during a Short Residence in Sweden, Norway, and Denmark",,玛丽·沃斯通克拉夫特,Mary Wollstonecraft,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,1796,T2,1796,T2,"Letters written during a short residence in Sweden, Norway, and Denmark",Mary Wollstonecraft,/works/OL849224W,9,1796,2009,2.000,SAFE_T,T2,1796,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T2,1774,1797,Mary Wollstonecraft,1.000,1759,1797,OL73405A
P2_EXTERNAL_MATCH_FRIENDLY,Lone Women.md,WL-WORK-2274,Lone Women,,维克多·拉瓦勒,Victor LaValle,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,2024,T6,2024,T6,Lone Women,Victor LaValle,/works/OL37573401W,1,2024,2024,2.000,SAFE_T,T6,2024,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1987,2026,Victor D. LaValle,1.000,1972,,OL24705A
P2_EXTERNAL_MATCH_FRIENDLY,Looking for Transwonderland／ Travels in Nigeria.md,WL-WORK-1361,Looking for Transwonderland: Travels in Nigeria,Looking for Transwonderland,努·萨罗-维瓦,Noo Saro-Wiwa,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,2012,T6,2012,T6,Looking for transwonderland,Noo Saro-Wiwa,/works/OL16592918W,1,2012,2012,2.000,SAFE_T,T6,2012,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1991,2026,Noo Saro-Wiwa,1.000,1976,,OL7109684A
P2_EXTERNAL_MATCH_FRIENDLY,Morgante.md,WL-WORK-2287,Morgante,,路易吉·普尔奇,Luigi Pulci,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,STABLE_T,2003,T6,2003,T6,Morgante,Luigi Pulci,/works/OL13615002W,1,2003,2003,2.000,SAFE_T,T6,2003,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T1,1447,1484,Luigi Pulci,1.000,1432,1484,OL186323A
P2_EXTERNAL_MATCH_FRIENDLY,O Cabeleira.md,WL-WORK-2291,O Cabeleira,,富兰克林·塔沃拉,Franklin Távora,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,STABLE_T,1953,T5,1953,T5,O cabeleira,Franklin Távora,/works/OL12415877W,2,1953,1963,2.000,SAFE_T,T5,1953,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T3,1857,1888,Franklin Távora,1.000,1842,1888,OL5472666A
P2_EXTERNAL_MATCH_FRIENDLY,O Gaúcho.md,WL-WORK-2292,O Gaúcho,,若泽·德·阿伦卡尔,José de Alencar,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,STABLE_T,1923,T4,1923,T4,O gaúcho,José de Alencar,/works/OL1525637W,7,1923,2022,2.000,SAFE_T,T4,1923,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T3,1844,1877,José de Alencar,1.000,1829,1877,OL161946A
P2_EXTERNAL_MATCH_FRIENDLY,QualityLand.md,WL-WORK-0939,QualityLand,,马克-乌韦·克林,Marc-Uwe Kling,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,STABLE_T,2017,T6,2017,T6,QualityLand,Marc-Uwe Kling,/works/OL19792034W,4,2017,2021,2.000,SAFE_T,T6,2017,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1997,2026,Marc-Uwe Kling,1.000,1982,,OL7210658A
P2_EXTERNAL_MATCH_FRIENDLY,Reservation Blues.md,WL-WORK-2315,Reservation Blues,,谢尔曼·阿莱克西,Sherman Alexie,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1995,T6,1995,T6,Reservation blues,Sherman Alexie,/works/OL46478W,4,1995,2005,2.000,SAFE_T,T6,1995,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1981,2026,Sherman Alexie,1.000,1966,,OL34236A
P2_EXTERNAL_MATCH_FRIENDLY,Ring Shout.md,WL-WORK-0516,Ring Shout,,P.杰利·克拉克,P. Djèlí Clark,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2020,T6,2020,T6,Ring Shout,P. Djèlí Clark,/works/OL20890999W,2,2020,2021,2.000,SAFE_T,T6,2020,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1986,2026,P. Djèlí Clark,1.000,1971,,OL7504557A
P2_EXTERNAL_MATCH_FRIENDLY,Russian Folk Belief.md,WL-WORK-1369,Russian Folk Belief,,琳达·伊万尼茨,Linda Ivanits,,,batch3_source_refs,WL-TOPIC-G1-MYTH,STABLE_T,1989,T6,1989,T6,Russian folk belief,Linda J. Ivanits,/works/OL4982500W,2,1989,1992,1.929,SAFE_T,T6,1989,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1984,2026,Linda Ivanits,1.000,1969,,OL5104966A
P2_EXTERNAL_MATCH_FRIENDLY,Safarnama ／ 旅行记.md,WL-WORK-1370,Safarnama / 旅行记,Safarnama,纳赛尔·霍斯陆,Nasir Khusraw,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,1950,T5,1950,T5,Safar-nāma,Nāṣir-i Khusraw,/works/OL36915538W,1,1950,1950,1.876,SAFE_T,T5,1950,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T1,1019,1088,Nāṣir-i Khusraw,1.000,1004,1088,OL109667A
P2_EXTERNAL_MATCH_FRIENDLY,Sarajevo Marlboro.md,WL-WORK-1980,Sarajevo Marlboro,,米连科·耶尔戈维奇,Miljenko Jergović,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,2018,T6,2018,T6,Sarajevo Marlboro,Miljenko Jergovic,/works/OL26278001W,1,2018,2018,2.000,SAFE_T,T6,2018,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1981,2026,Miljenko Jergović,1.000,1966,,OL66941A
P2_EXTERNAL_MATCH_FRIENDLY,Slave to Sensation.md,WL-WORK-1982,Slave to Sensation,,纳莉妮·辛格,Nalini Singh,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,STABLE_T,2006,T6,2006,T6,Slave to Sensation,Nalini Singh,/works/OL5696710W,2,2006,2009,2.000,SAFE_T,T6,2006,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1992,2026,Nalini Singh,1.000,1977,,OL1386317A
P2_EXTERNAL_MATCH_FRIENDLY,The Absolutely True Diary of a Part-Time Indian.md,WL-WORK-0946,The Absolutely True Diary of a Part-Time Indian,,谢尔曼·阿莱克西,Sherman Alexie,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,STABLE_T,2007,T6,2007,T6,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,/works/OL46472W,10,2007,2019,2.000,SAFE_T,T6,2007,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1981,2026,Sherman Alexie,1.000,1966,,OL34236A
P2_EXTERNAL_MATCH_FRIENDLY,The Book of the Order of Chivalry.md,WL-WORK-2366,The Book of the Order of Chivalry,,拉蒙·柳利,Ramon Llull,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,STABLE_T,1991,T6,1991,T6,The book of the order of chivalry,Ramon Llull,/works/OL1425932W,1,1991,1991,2.000,SAFE_T,T6,1991,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T1,1247,1316,Ramon Llull,1.000,1232,1316,OL148354A
P2_EXTERNAL_MATCH_FRIENDLY,The Boy Hunters.md,WL-WORK-0525,The Boy Hunters,,梅恩·里德,Mayne Reid,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,STABLE_T,1880,T3,1880,T3,The boy hunters,Mayne Reid,/works/OL5305928W,4,1880,2007,2.000,SAFE_T,T3,1880,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T3,1833,1883,Mayne Reid,1.000,1818,1883,OL1206620A
P2_EXTERNAL_MATCH_FRIENDLY,The Kiss Quotient.md,WL-WORK-1989,The Kiss Quotient,,海伦·黄,Helen Hoang,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,STABLE_T,2018,T6,2018,T6,The Kiss Quotient,Helen Hoang,/works/OL19744698W,5,2018,2023,2.000,SAFE_T,T6,2018,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1997,2026,Helen Hoang,1.000,1982,,OL7536754A
P2_EXTERNAL_MATCH_FRIENDLY,The Oregon Trail.md,WL-WORK-2396,The Oregon Trail,,弗朗西斯·帕克曼,Francis Parkman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,STABLE_T,1872,T3,1872,T3,The Oregon Trail,Francis Parkman,/works/OL15009972W,7,1872,2003,2.000,SAFE_T,T3,1872,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T3,1803,1852,Francis Parkman,1.000,1788,1852,OL4476871A
P2_EXTERNAL_MATCH_FRIENDLY,The Road to Oxiana.md,WL-WORK-1380,The Road to Oxiana,,罗伯特·拜伦,Robert Byron,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,1937,T4,1937,T4,The road to Oxiana,Robert Byron,/works/OL2313671W,7,1937,2007,2.000,SAFE_T,T4,1937,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T4,1920,1941,Robert Byron,1.000,1905,1941,OL307512A
P2_EXTERNAL_MATCH_FRIENDLY,The Surrendered.md,WL-WORK-1993,The Surrendered,,李昌来,Chang-rae Lee,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,2008,T6,2008,T6,The Surrendered,Chang-rae Lee,/works/OL8460280W,3,2008,2011,2.000,SAFE_T,T6,2008,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1980,2026,Chang-rae Lee,1.000,1965,,OL25430A
P2_EXTERNAL_MATCH_FRIENDLY,The Viscount Who Loved Me.md,WL-WORK-1994,The Viscount Who Loved Me,,朱莉娅·奎因,Julia Quinn,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,STABLE_T,2000,T6,2000,T6,The Viscount Who Loved Me,Julia Quinn,/works/OL8464993W,8,2000,2022,2.000,SAFE_T,T6,2000,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1985,2026,Julia Quinn,1.000,1970,,OL40776A
P2_EXTERNAL_MATCH_FRIENDLY,The Yellow Birds.md,WL-WORK-1996,The Yellow Birds,,凯文·鲍尔斯,Kevin Powers,,,batch5_source_refs,WL-TOPIC-Q6-WAR,STABLE_T,2012,T6,2012,T6,The yellow birds,Kevin Powers,/works/OL16646245W,3,2012,2014,2.000,SAFE_T,T6,2012,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1995,2026,Kevin Powers,1.000,1980,,OL7129415A
P2_EXTERNAL_MATCH_FRIENDLY,Those Across the River.md,WL-WORK-0550,Those Across the River,,克里斯托弗·比尔曼,Christopher Buehlman,,,batch1_source_refs,WL-TOPIC-G45-HORROR,STABLE_T,2011,T6,2011,T6,Those across the river,Christopher Buehlman,/works/OL15920647W,5,2011,2021,2.000,SAFE_T,T6,2011,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1984,2026,Christopher Buehlman,1.000,1969,,OL6937989A
P2_EXTERNAL_MATCH_FRIENDLY,Tirant lo Blanc.md,WL-WORK-2422,Tirant lo Blanc,,若阿诺特·马托雷尔,Joanot Martorell,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,STABLE_T,1926,T4,1926,T4,Tirant lo Blanc,Joanot Martorell,/works/OL17201686W,4,1926,2004,2.000,SAFE_T,T4,1926,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T1,1425,1468,Joanot Martorell,1.000,1410,1468,OL457834A
P2_EXTERNAL_MATCH_FRIENDLY,Travels through France and Italy.md,WL-WORK-1386,Travels through France and Italy,,斯摩莱特,Smollett,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,STABLE_T,2016,T6,2016,T6,Travels Through France and Italy,T. Smollett,/works/OL41171447W,2,2016,2018,1.889,SAFE_T,T6,2016,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T2,1736,1771,Tobias Smollett,0.941,1721,1771,OL68612A
P2_EXTERNAL_MATCH_FRIENDLY,Willehalm.md,WL-WORK-2430,Willehalm,,沃尔夫拉姆·冯·埃申巴赫,Wolfram von Eschenbach,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,STABLE_T,1997,T6,1997,T6,Willehalm,Wolfram von Eschenbach,/works/OL40118446W,2,1997,2003,2.000,SAFE_T,T6,1997,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T1,1185,1220,Wolfram von Eschenbach,1.000,1170,1220,OL4351406A
P2_EXTERNAL_MATCH_FRIENDLY,两扇门的房子不好守.md,WL-WORK-2442,两扇门的房子不好守,"Casa con dos puertas, mala es de guardar",卡尔德隆,Pedro Calderón de la Barca,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,STABLE_T,1700,T2,1700,T2,Casa con dos puertas mala es de guardar,Pedro Calderón de la Barca,/works/OL37328249W,2,1700,1796,2.000,SAFE_T,T2,1700,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T2,1615,1681,Pedro Calderón de la Barca,1.000,1600,1681,OL4280652A
P2_EXTERNAL_MATCH_FRIENDLY,传奇与拿铁.md,WL-WORK-0582,传奇与拿铁,Legends & Lattes,特拉维斯·鲍德里,Travis Baldree,,,batch1_source_refs,WL-TOPIC-G45-FANTASY,STABLE_T,2022,T6,2022,T6,Legends & Lattes,Travis Baldree,/works/OL27591348W,3,2022,2024,2.000,SAFE_T,T6,2022,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T6,1992,2026,Travis Baldree,1.000,1977,,OL9109447A
P2_EXTERNAL_MATCH_FRIENDLY,园丁之犬.md,WL-WORK-2483,园丁之犬,El perro del hortelano,洛佩·德·维加,Lope de Vega,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,STABLE_T,1700,T2,1700,T2,El perro del hortelano,Lope de Vega,/works/OL34731656W,1,1700,1700,2.000,SAFE_T,T2,1700,强标题+作者匹配；最早版次年份与 first_publish_year 落在同一 T,SAFE_T_AUTHOR_RANGE,T2,1577,1635,Lope de Vega,1.000,1562,1635,OL80534A
